Year,State,City,Length,Mode,Company
1907,California,San LUIS OBISPO,4.5,,
1907,California,Santa Barbara,8,,
1907,California,Santa Cruz,18,,
1907,California,Santa Rosa,7,,
1907,California,Stockton,12,Electric,Stockton Electric Railroad Co.
1907,South Dakota,DEADWOOD,4,Electric,"Chicago, Burlington & Quincy Railroad Co."
1907,Tennessee,Bristol ,3.5,,
1907,Tennessee,Chattanooga,75,,
1907,Tennessee,Clarksville,5.5,,
1907,Tennessee,Jackson,9.5,,
1907,Tennessee,Johnson City,4,,
1907,Tennessee,Knoxville,51,,
1907,Tennessee,Memphis,100,,
1907,Tennessee,Nashville,78.47,,
1907,Texas,AMARILLO.,7,Electric,
1907,Texas,AUSTIN,16.2,Electric,
1907,Texas,BEAUMONT.,12,Electric,
1907,Texas,BONHAM,2.5,Electric,
1907,Texas,CORSICANA,3.75,Electric,
1907,Texas,DALLAS.,116.4,Electric,
1907,Texas,EL PASO.,23.7,Electric,
1907,Texas,FORT WORTH,99,Electric,
1907,Texas,GAINVILLE,39,Electric,
1907,Texas,GALVESTON,33.5,Electric,
1907,Texas,HOUSTON.,45,Electric,
1907,Texas,LAREDO.,5.5,Electric,
1907,Texas,LONGVIEW,5,Horse,
1907,Texas,MINERAL WELLS.,2,Gas,
1907,Texas,Paris,6,Electric,
1907,Texas,SAN ANTONIO,45,Electric,
1907,Texas,SEGUIN.,1.5,Horse,
1907,Texas,SHERMAN,16,Electric,
1907,Texas,TEMPLE.,14.3,Electric,
1907,Texas,WACO,16,Electric,
1907,Texas,WAXAHCHIE,3.5,Horse,
1907,Vermont,Barre,9.5,,
1907,Vermont,Bellows Falls,7.5,,
1907,Vermont,Brattleboro,5,,
1907,Vermont,Burlington,32,,
1907,Vermont,Rutland,25,,
1907,Vermont,St. Albans,13,,
1907,Vermont,Springfield,9,,
1907,Vermont,Stowe,12,,
1907,Virginia,Alexandria,27.26,,"Washington, Alexandria & Mt. Vernon Electric Railway Co"
1907,Virginia,Charlottesville,3.45,,Piedmont Improvement & Construction Co
1907,Virginia,Danville,6.42,,Danville Street Car Co.
1907,Virginia,"Hampton, Newport",29.25,,Hampton & Old Point Railway Co.
1907,Virginia,"Hampton, Newport",9.25,,"Citizens Railway, Light & Power Co"
1907,Virginia,"Hampton, Newport",23.1,,Hampton Roads Railway & Electric Co.
1907,Virginia,Norfolk,59.7,,Norfolk Street Railroad Co
1907,Virginia,Norfolk,15,,Norfolk & Ocean View Railroad Co.
1907,Virginia,Norfolk,16.64,,Norfolk & Atlantic Terminal Co
1907,Virginia,Norfolk,48,,Chesapeake Transit Co.
1907,Virginia,LYNCHBURG,16,,Lynchburg Traction & Light Co.
1907,Virginia,Richmond,118,,Richmond Passenger & Power Co.
1907,Virginia,Radford,3.7,,Radford Water Power Co.
1907,Virginia,ROANOKE,19.33,,Roanoke Street Railway Co.
1907,Virginia,STAUNTON,8.5,,City Street Car Co.
1907,Virginia,Graham ,3.5,,Bluestone Traction Co.
1907,Virginia,Great Falls,28,,Great Falls & Old Dominion Railroad Co.
1907,Virginia,TAZEWEll,2,,Tazewell Street Railway Co.
1907,Washington,Aberdeen,8.7,,
1907,Washington,Bellingham,18.2,,
1907,Washington,Everett,20,,
1907,Washington,Olympia,4.25,,
1907,Washington,Seattle,102.92,,Pacific Northeast Traction
1907,Washington,Seattle,5,,PugetSound Traction L&P
1907,Washington,Seattle,19.5,,Seattle Munic St.Ry.
1907,Washington,Seattle,14,,Seattle & Rainer Valley Railway
1907,Washington,Snohomish,62.75,,
1907,Washington,Spokane,33,,Spokane & Inland
1907,Washington,Spokane,198.94,,Washingtou Water
1907,Washington,Tacoma,57.7,,Pacific Traction
1907,Washington,Tacoma,104.5,,Puget Sound Elec. Ry.
1907,Washington,Tacoma,12,,Tacoma Ry. & Pwr. Co.
1907,Washington,Vancouver,3,,
1907,Washington,Walla Walla,19,,
1907,Wisconsin,Appleton,19,Electric,Wisconsin Traction Light. Heat & Power Co.
1907,Wisconsin,Ashland,7,Electric,
1907,Wisconsin,Beloit,6,Electric,
1907,Wisconsin,Eau Claire,22,,
1907,Wisconsin,Fond du Lac,167.47,Electric,Wisconsin Rapid Transit
1907,Wisconsin,Green Bay,40.8,,Green Bay Traction Co.
1907,Wisconsin,Kenosha,4.2,,Kenosha Electric Railway Co.
1907,Wisconsin,Janesville ,7,,Janesville Street Railway Co.
1907,Wisconsin,La Crosse,16.38,,
1907,Wisconsin,Madison,12.5,Electric,Madison & Interurban Traction Co.
1907,Wisconsin,Manitowoc,9.5,,Maintowoc & Northenern Traction Co.
1907,Wisconsin,Merrill,1.8,Electric,
1907,Wisconsin,Oshkosh,40,Electric,Wiunebago Traction Co.
1907,Wisconsin,Sheboygan,31,,
1907,Wisconsin,Walworth,11.61,,
1907,Wisconsin,Waupaca,5,,
1907,Wisconsin,Milwaukee,123,,
1907,Wisconsin,Milwaukee,142,,"Milwaukee Light, Heat & Traction Co."
1907,Wisconsin,Milwaukee,60,,Milwaukee Northern Railway Co.
1907,Wisconsin,Milwaukee,106,,Milwaukee Western Railway Co.
1908,Alabama,ANNISTON,10.5,,
1908,Alabama,BIRMINGHAM,133,,
1908,Alabama,GADSDEN,11,,
1908,Alabama,HUNTSVILLE,5.5,,
1908,Alabama,MONTGOMERY,42,,
1908,Alabama,NEW DECATUR,7,,
1908,Alabama,SELMA,8.5,,
1908,Alabama,SHEFFIELD,10.93,,
1908,Alabama,TUSCALOOSA,12,,
1908,Florida,Fernandina,3,,Ameilia Beach Co
1908,Florida,Fort Meade,2,,Fort Meade Railway Co
1908,Florida,Jacksonville,32,,Jacksonville Elec Co
1908,Florida,Jacksonville,6.4,,North Jacksonville Street Rwy
1908,Florida,Key West,5.5,,The Key West Elec Co
1908,Florida,Pensacola,20.2,,Pensacola Elec Co
1908,Florida,St. Augustine,10,,St Johns Elec Co
1908,Florida,Tampa,41,,Tampa Elec Co
1908,Florida,Tampa,8,,Tampa Sulphur Springs Traction
1908,Florida,Bradentown,12,,Manatee Light A Traction
1908,Georgia,Athens,7.4,Electric,
1908,Georgia,Atlanta,181,Electric,
1908,Georgia,Augusta,56,Electric,
1908,Georgia,Columbus ,21.7,Electric,
1908,Georgia,Columbus ,5,Steam,
1908,Georgia,Gainesville,8,Electric,
1908,Georgia,Macon,30,Electric,
1908,Georgia,Rome,9.5,Electric,
1908,Georgia,Savannah,57.3,Electric,
1908,Georgia,Valdosta,4,Electric,
1908,Georgia,Covington,6,Horse,
1908,Georgia,Washington,0.63,Horse,
1908,Illinois,ALTON,69,,
1908,Illinois,AURORA,65.8,,
1908,Illinois,BELLEVILLE,54,,
1908,Illinois,BLOOMINGTON,232.24,,
1908,Illinois,CAIRO,613,,
1908,Illinois,Chicago,1701.5,,
1908,Illinois,PEORIA,103.43,,
1908,Illinois,QUINCY,388.88,,
1908,Illinois,EAST ST. LOUIS,189,,
1908,Illinois,ELGIN,493.12,,
1908,Indiana,Anderson,365,Electric,Union Traction Co. 
1908,Indiana,Angola,4,Electric,Angola Railway & Power Co.
1908,Indiana,Bluffton,31.5,Electric,"Marion, Bluffton & Eastern Traction Co"
1908,Indiana,Columbus,6.5,Electric,Columbus Street Railway & Light Co.
1908,Indiana,Decatur,21.6,Electric,The Fort Wayne & Springfield Railway Co
1908,Indiana,Evansville,59.72,Electric,Evansville & Southern Indiana Traction Co.
1908,Indiana,Evansville,50.6,Electric,Evansville Railways Co.
1908,Indiana,Evansville,25,Electric,Evansville Suburban & Newburg Railway Co.
1908,Indiana,Fort Wayne,211,Electric,Fort Wayne & Wabash Valley Traction Co. 
1908,Indiana,Indianapolis,158,Electric,Indianapolis Traction & Terminal Co. 
1908,Indiana,Indianapolis,58.7,Electric,"Indianapolis, Columbus & Southern Traction Co."
1908,Indiana,Indianapolis,107,Electric,The Indianapolis & Cincinnati Traction Co
1908,Indiana,Kendallville,41,Electric,Toledo & Chicago Interurban Railway Co.
1908,Indiana,Kokomo,40,Electric,"Kokomo, Marion & Western Traction Co. "
1908,Indiana,Lebanon,10,Electric,Lebanon-Thornton Traction
1908,Indiana,Madison,5,Electric,Madison Light & Railway Co.
1908,Indiana,New Albany,23,Electric,Louisville & Southern Indiana Traction Co.
1908,Indiana,New Albany,20,Electric,Louisville & Northern Railway & Lighting Co. 
1908,Indiana,Portland,32,Electric,Muncie & Portland Traction Co
1908,Indiana,Richmond,450,Electric,"Terre Haute, Indianapolis & Eastern Traction Co. "
1908,Indiana,South Bend,80,Electric,"Chicago, South Bend & Northern Indiana Traction Co "
1908,Indiana,South Bend,35,Electric,Southern Michigan Railway Co
1908,Indiana,Vincennes,8.5,Electric,Vincennes Traction & Light Co. 
1908,Indiana,Warsaw,4.75,Electric,Winona & Warsaw Railway Co.
1908,Indiana,Washington,2.8,Electric,Washington Street Railway Co.
1908,Iowa,ALBIA,4.5,Electric,
1908,Iowa,BOONE,7,Electric,
1908,Iowa,BURLINGTON,17,Electric,
1908,Iowa,CEDAR RAPIDS,45.65,Electric,
1908,Iowa,CENTERVILLE,2,Electric,
1908,Iowa,CLINTON,50.5,Electric,
1908,Iowa,COUNCIL BLUFFS,30,Electric,
1908,Iowa,DAVENPORT,87,Electric,
1908,Iowa,DES MOINES,72.65,Electric,
1908,Iowa,DUBUQUE,17.27,Electric,
1908,Iowa,FORT DODGE,85,Electric,
1908,Iowa,FORT MADISON,4,Electric,
1908,Iowa,KEOKUK,8,Electric,
1908,Iowa,MARSHALLTOWN,3.5,Electric,
1908,Iowa,MASON CITY,16.8,Electric,
1908,Iowa,MUSCATINE,12,Electric,
1908,Iowa,OSKALOOSA,10.5,Electric,
1908,Iowa,OTTUMWA,14,Electric,
1908,Iowa,SIOUX CITY,43.5,Electric,
1908,Iowa,TOLEDO,2.75,Electric,
1908,Iowa,WATERLOO,67,Electric,
1908,Iowa,WATERLOO,22,Steam,
1908,Kentucky,BOWLING GREEN,7.5,,
1908,Kentucky,HENDERSON.,6,,
1908,Kentucky,LEXINGTON.,81,,Lexington & Interurban Railways Co
1908,Kentucky,LOUISVILLE.,150,Electric,LOUISVILLE STREET RAILWAY SYSTEM
1908,Kentucky,LOUISVILLE.,17,,Louisville & Eastern Railroad Co
1908,Kentucky,LOUISVILLE.,42,,Indianapolis & Louisville Traction Co
1908,Kentucky,MAYSVILLE.,4.2,,
1908,Kentucky,OWENSBORO.,14.5,,
1908,Kentucky,PADUCAH.,17,,
1908,Kentucky,SOMERSET.,3,,
1908,Louisiana,Alexandria,4.5,,Alexandria Electric Railways Co.
1908,Louisiana,Baton Rouge,3.5,,Baton Rouge Electric Co.
1908,Louisiana,Lake Charles,8,,Lake Charles Street Railway Co.
1908,Louisiana,Monroe,10,,Monroe St. Railway
1908,Louisiana,New Orleans,198,,New Orleans Railway & Light Co.
1908,Louisiana,New Orleans,6,,Algiers Railway & Lighting Co.
1908,Louisiana,Shreveport,16,,Shreveport Traction Co.
1908,Louisiana,Winnfield,3.5,,Winnfield Oil Well Railway Co.
1908,Maryland,Baltimore,394,Electric,The United Railways & Electric Co. of Baltimore
1908,Maryland,Baltimore,22,Electric,Maryland Electric Railways Co.
1908,Maryland,Baltimore,1.5,Electric,The Lorraine Electric Railway
1908,Maryland,Baltimore,10,Electric,Baltimore & Ohio Railroad Co.
1908,Maryland,Bel Air,3.25,Electric,The Baltimore & Bel Air Electric Railway Co
1908,Maryland,Cumberland,6.5,Electric,Cumberland Electric Railway Co
1908,Maryland,Cumberland,25,Electric,Cumberland & Westernport Electric Railway Co.
1908,Maryland,Frederick City,20,Electric,Frederick & Middletown Railway Co
1908,Maryland,Frederick City,5.5,Electric,Myersville & Catoctin Railway Co
1908,Maryland,Frederick City,10,Electric,"The Washington, Frederick & Gettysburg Railway Co"
1908,Maryland,Hagerstown,13.5,Electric,Hagerstown Railway Co
1908,Maryland,Hagerstown,10.5,Electric,Hagerstown & Northern Railroad Co
1908,Maryland,Hagerstown,11,Electric,Hagerstown & Boonsboro Railway Co
1908,Maryland,Kensington,2.53,Electric,Kensington Railway Co
1908,Michigan,,4,,
1908,Michigan,,28,,
1908,Michigan,,740.96,,
1908,Michigan,,1.44,,
1908,Michigan,,14,,
1908,Michigan,,61.96,,
1908,Michigan,,49.5,,
1908,Michigan,,81,,
1908,Michigan,,33,,
1908,Michigan,,20,,
1908,Michigan,,27,,
1908,Michigan,,7.5,,
1908,Michigan,,30,,
1908,Michigan,,155.504,,
1908,Michigan,,40,,
1908,Michigan,,10,,
1908,Michigan,,6,,
1908,Michigan,,17.9,,
1908,Michigan,,15,,
1908,Michigan,,4.5,,
1908,Michigan,,5,,
1908,Michigan,,48,,
1908,Michigan,,56,,
1908,Michigan,,8.5,,
1908,Michigan,,49,,
1908,Missouri,,7,,Hannibal Railway Co.
1908,Missouri,Joplin,82.5,,Joplin & Pittsburg Railway Co.
1908,Missouri,Kansas City,240.8,,Kansas City Railway & Light Co.
1908,Missouri,,65,,"The Kansas City, Lawrence k Topeka Railway Co."
1908,Missouri,,18,,Kansas City & Olathe Electric Railway Co.
1908,Missouri,,13,,Kansas City k Bonner Springs Railway Co
1908,Missouri,,22,,The Missouri & Kansas Internrban Railway Co.
1908,Missouri,St Joseph,43,,"St Joseph Railway, Light, Heat & Power Co."
1908,Missouri,Webb City,73,,Southwest Missouri Electric Railway Co
1908,Missouri,Sedalia,8.5,,Sedalia Light And Traction Co.
1908,Missouri,Springfield,19.5,,Springfield Railway & Light Co.
1908,Missouri,CAPE GIRARDEAU,18,,Cape Girardeau & Jackson Railroad Co.
1908,Missouri,CARROLLTON,1.5,,Carrollton Electric Railway Co.
1908,Missouri,FARMINGTON,14.1,,St. Francis County Electric Railroad Co.
1908,Missouri,NEVADA,5,,"Missouri Water, Light & Traction Co."
1908,Missouri,MEXICO.,27,,"The Mexico, Santa Fe & Perry Traction Co."
1908,Missouri,CASSVILLE.,5,,Cassville & W’estern Railway Co.
1908,Missouri,EXCELSIOR SPRINGS.,2.5,,Excelsior Springs & Suburban Railway Co
1908,Missouri,St Louis,456.68,,
1908,North Dakota,BISMARCK,1.5,Electric,State of North Dakota Electric Railway
1908,North Dakota,FARGO,14,Electric,Fargo & Moorhead Street Railway Co.
1908,North Dakota,GRAND FORKS,2.5,Electric,Grand Forks Transit Co
1908,New Jersey,Anglebra,5.5,,Five Mile Beach Electric Railway Co.
1908,New Jersey,Asbury Park,31.69,,Altantic Coast Electric Railroad
1908,New Jersey,Asbury Park,5.73,,Seashore Electric Railway Co
1908,New Jersey,Asbury Park,2.09,,Asbury Park & Sea Glet Railroad
1908,New Jersey,Atlantic City,2.83,,Central Passenger Railway Co.
1908,New Jersey,Atlantic City,64.6,,West Jersey & Seashore R. R Co
1908,New Jersey,Atlantic City,18,,Altantic City & suburbian Traction
1908,New Jersey,Bridgeton,37.8,,The Bridgeton & Milliville Traction Co
1908,New Jersey,Cape May,6.94,,Ocrean Street Passenger Railway Co.
1908,New Jersey,Cape May,1.5,,"Cape May, Delaware Bay & Sewell's Point Railroad"
1908,New Jersey,Hackensack,19.46,,The New Jersey & Hudson River Railway & Ferry Co
1908,New Jersey,Hoboken,4,,Hoboken Maunfacturers Railroads Co.
1908,New Jersey,Keyport,30,,Jersey Central Tracation Co
1908,New Jersey,Long Brach,3.67,,Long Branch Electric Railway Co.
1908,New Jersey,Millville,12.54,,Millville Traction Co
1908,New Jersey,Moorestown,30,,Barllingten County Traction Co
1908,New Jersey,Mount Holly,14.8,,Mount Holly Street Rilway
1908,New Jersey,Newark,671.9,,Public Service Corporation of New Jersey
1908,New Jersey,Ocean City,7,,Ocrean City Electric Railway Co.
1908,New Jersey,Ocean City,50.47,,Burnswick Traction Co
1908,New Jersey,Orange,2.5,,Orange Mountain Traction cO
1908,New Jersey,Phillipsburg,5.6,,Phillpsburg Horse Car Railraod Co
1908,New Jersey,Red Bank,12,,"Atlantic Highland, Red Bank & Long Branch Electric Railway Co."
1908,New Jersey,Rutherford,17,,Hudson River Traction Co
1908,New Jersey,Trenton,38,,Trenton Street Railway Co
1908,New Jersey,Trenton,11.42,,Meror County Traction Co
1908,New Jersey,Trenton,15,,Trenton Lawreacvlle & Prlnenton Railroad Co
1908,New Jersey,Trenton,38,,New Jensey & Penneyliania Traction Co
1908,New Jersey,Trenton,23.107,,Trenton & New Brunwich Railroad
1908,New Jersey,Trenton,40,,New Jersey Short Line Railroad
1908,New Jersey,Trenton,31.17,,camden & Trenton Railway
1908,New Jersey,Trenton,4,,"Trenton, Lakewood & Altantic Railway"
1908,New Jersey,Wasginton,15.5,,Easton & Wahinton Traction CO
1908,New York,Albany,93.5,Electric,United Traction Co.
1908,New York,Albany,2.58,Electric,Capitol Railway
1908,New York,Auburn,53.75,Electric,Auburn & Syracuse Electric Railroad Co. 
1908,New York,Babylon,1.57,Electric,Babylon Railroad Co.
1908,New York,Ballston Spa,15,Electric,The Ballston Terminal Railroad Co.
1908,New York,Binghamton,46,Electric,Binghamton Railroad Co. 
1908,New York,Brooklyn,547.822,Electric,Brooklyn Rapid Transit Co.
1908,New York,Brooklyn,53.26,Electric,Coney Island & Brooklyn R. R. Co.
1908,New York,Brooklyn,2.5,Electric,Van Brunt St. & Erie Basin R. R. Co.
1908,New York,Brooklyn,0,Electric,"Brooklyn, Newtown & Bowery Bay Railroad Co. "
1908,New York,Buffalo,369,Electric,International Traction Co.
1908,New York,Buffalo,19.85,Electric,Buffalo Southern Railway Co.
1908,New York,Buffalo,13.59,Electric,Buffalo & Depew Railway Co. 
1908,New York,Buffalo,39.1,Electric,Buffalo & Lake Erie Traction Co.
1908,New York,Canandaigua,53,Electric,Rochester & Eastern Rapid Co.
1908,New York,Catskill,5.5,Electric,Catskill Electric Railway Co.
1908,New York,City Island,1.4,Horse,Pelham Park Railroad Co.
1908,New York,City Island,2,Horse,City Island Railroad
1908,New York,Cohoes,6.73,Electric,The Cohoes City Railway Co.
1908,New York,Corning,5.7,Electric,Corning & Painted Street Railway
1908,New York,Cortland,17,Electric,Cortland County Traction Co.
1908,New York,Elmira,27.42,Electric,"Elmira Water, Light & Railroad Co."
1908,New York,Elmira,16.41,Electric,Elminra & Seneca Lake Railway Co.
1908,New York,Fishkill,4.37,Electric,Citizens' Street Railroad Co.
1908,New York,Fishkill,2.86,Electric,Fishkill Electric Railway Co. 
1908,New York,Fredonia,6.99,Electric,Dunkirk & Fredonia Railroad Co.
1908,New York,Fulton,1.04,Horse,Fulton & Oswego Falls Street Railway Co. 
1908,New York,Fulton,10,Electric,Syracuse & Ontario Railroad
1908,New York,Geneva,17.75,Electric,"Geneva, Waterloo, Seneca Falls & Cayuga Lake Traction Co."
1908,New York,Glen Cove,3.45,Electric,Glen Cove Railroad Co.
1908,New York,Glens Falls,138.85,Electric,Hudson Valley Railway
1908,New York,Gloversville,85,Electric,"Fonda, Johnstown & Gloversville Railroad Co."
1908,New York,Gloversville,5.5,Electric,The Aldrondack Lakes' Traction Co.4.65
1908,New York,Honeoye Falls,5.26,Electric,Lime & Honeoye Falls Electric Light & Railroad Co.
1908,New York,Hoosick Falls,28.87,Electric,Bennington & Hoosick Valley Railway Co.
1908,New York,Hornellsville,5.06,Electric,The Hornellsville Electric Railway Co.
1908,New York,Hornellsville,4.33,Electric,Hornellsville & Canisteo Railway Co.
1908,New York,Hudson,47.6,Electric,Albany & Hudson Railway & Power Co. 
1908,New York,Huntington,3.2,Electric,Huntington Railroad Co.
1908,New York,Ithaca,10.5,Electric,Ithaca Street Railway Co.
1908,New York,Jamestown,24.64,Electric,The Jamestown Street Railway Co.
1908,New York,Jamestown,26.73,Electric,Chautauqua Traction Co.
1908,New York,Jamestown,22,Electric,Warreu & Jamestown Street Railway Co. 
1908,New York,Jamaica,26.74,Electric,Long Island Electric Railway Co. 
1908,New York,Keeseville,5.64,Electric,"Keeseville, Ausable, Chasm & Lake Chaplain Railroad"
1908,New York,Kingston ,8.8,Electric,Kingston Consolidated Railroad Co.
1908,New York,Lewiston ,8.7,Electric,Lewiston & Yongston Frontier Railroad Co.
1908,New York,Liberty,2,Electric,Liberty & Jeffersonville Electric Railway Co. 
1908,New York,Long Beach,1.5,Electric,Seashore Municpal Railroad Co. 
1908,New York,Long Island City,74.47,Electric,New York & Queens County Railway Co.
1908,New York,Long Island City,49.9,Electric,Long Island Consodlidated Electrical Companies
1908,New York,Long Island City,263.48,Electric,Long Island Railroad Co. 
1908,New York,Middletown,12.84,Electric,The Wallkill Transit
1908,New York,Newark,9.15,Electric,New & Marion Railway Co. 
1908,New York,Newburgh,18.95,Electric,Orange County Tracction Co.
1908,New York,New Paltz,9.27,Electric,"New Paltz, Highland & Poughkeepsie Traction Co."
1908,New York,New York,208.63,Electric,New York City Railway Co. 
1908,New York,New York,203,Electric,Metropolitan Street Railway Co.
1908,New York,New York,9.63,Horse,Bleeker Street & Fulton Ferry R. R. Co.
1908,New York,New York,20.27,Electric,Broadway & Seventh Ave R. R. Co.
1908,New York,New York,20.77,Electric,"Central Park, North & East River R. R. Co."
1908,New York,New York,20,Electric,Eighth Ave. R. R. Co.
1908,New York,New York,6.96,Electric,42nd St. & Grand St Ferry R. R. Co.
1908,New York,New York,16,Electric,New York & Harlem R. R. Co.
1908,New York,New York,1.05,Electric,Fulton Street Railroad Co.
1908,New York,New York,16,Electric,Ninth Avenue R. R. Co.
1908,New York,New York,5.334,Electric,34th Street Crosstown
1908,New York,New York,5.71,Horse,28th & 29th Streets Crosstown Railway Co.
1908,New York,New York,5.029,Electric,23rd Street Ry. Co.
1908,New York,New York,3.04,Electric,"New York, Westerchester & Conn Traction Co. "
1908,New York,New York,33.9,Electric,Third Ave. R. R. Co.
1908,New York,New York,22.47,Electric,"Dry Dock, E. Broadway & Battery R. R. Co."
1908,New York,New York,12.852,Electric,"42nd St., Manhattanville & St. M. Ave. Ry. Co."
1908,New York,New York,11.7,Horse,"42nd St., Manhattanville & St. M. Ave. Ry. Co."
1908,New York,New York,6.7,Electric,Kingsbridge Railway Co. 
1908,New York,New York,110,Electric,Union Ry. Co
1908,New York,New York,12.77,Electric,The Bronx Traction Co. 
1908,New York,New York,7.87,Electric,Southern Boulevard Railroad Co.
1908,New York,New York,44.2,Electric,Westchester Electric R. R. Co.
1908,New York,New York,37.68,Electric,Interborough Rapid Transit Co. 
1908,New York,New York,23.8,Electric,New York City Interboroiugh Railway Co. 
1908,New York,Niagra Falls,16.3,Electric,Niagra Falls Gorge Railroad Co. 
1908,New York,Niagra Falls,2.85,Electric,The Electric City Railroad Co. 
1908,New York,Northpoint,2.74,Electric,Northpoint Traction Co.
1908,New York,Ogdensburg,10.5,Electric,Ogdensburg Street Railway Co.
1908,New York,Olean,85,Electric,Olean Street Railway Co.
1908,New York,Oneida,113.2,Electric,Oneida Railway Co.
1908,New York,Oneonta,76.62,Electric,Oneonta & Mohawk Valley Railway Co. 
1908,New York,Ossinging,3,Electric,Westchester Traction Co.. 
1908,New York,Oswego,11.1,Electric,Oswego Traction Co.
1908,New York,Paul Smiths,7,Electric,"Paul Smith Electric Light, Power & Railroad Co. "
1908,New York,Peekskill,10.36,Electric,Peekskill Lighting & Railroad Co. 
1908,New York,Penn Van,9.32,Electric,"Pann Van, Keuka Park & Branchport Railway"
1908,New York,Plattsburgh,7.2,Electric,Plattsburgh Traction Co.
1908,New York,Port Chester,23,Electric,Port Chester Street Railway Co. 
1908,New York,Port Jervis,4.4,Electric,Port Jervis Electric Street Railway Co. 
1908,New York,Poughkeepsie,17.33,Electric,Poughkeepsie City & Wappingers Falls Electric Railway
1908,New York,Rochester,165.3,Electric,Rochester Railway & Light Co.
1908,New York,Rochester,23.4,Electric,Rochester & Suburban Railroad Co.
1908,New York,Rochester,7.75,Electric,"Rochester, Charlotte & Manitou Co."
1908,New York,Rochester,44,Electric,"Rochester, Syracuse & Eastern Railroad Co."
1908,New York,Rockaway,13.15,Electric,Ocean Electric Railway Co.
1908,New York,Rome,6.86,Electric,Rome City Street Railway Co.
1908,New York,Saratoga,1.66,Electric,The North River Railway Co.
1908,New York,Schenectady,119.9,Electric,Schenectady Railway Co.
1908,New York,Sea Cliff,0.181,Cable,Sea Cliff Inclined Cable Railway Co.
1908,New York,Sea Cliff,1.6,Electric,The Nassau County Railway Co. 
1908,New York,Staten Island,31.02,Electric,Richmond Light & Railroad Co. 
1908,New York,Staten Island,27.69,Electric,Staten Island Midland Railroad Co.
1908,New York,Staten Island,4,Electric,Southfield Beach Railroad Co. 
1908,New York,Syracuse,80.7,Electric,"Syracuse, Rapid Transit Railway Co. "
1908,New York,Syracuse,18.08,Electric,Syracuse & Suburban Railroad Co. 
1908,New York,Syracuse,21.12,Electric,"Syracuse, Lake Shore & Northern Railroad"
1908,New York,Syracuse,21,Electric,Syracuse & South Bay Electric Railway
1908,New York,Troy,10,Electric,Troy & New England Railroad Co.
1908,New York,Utica,124.9,Electric,Utica & Mohawk Railroad Co.
1908,New York,Watertown,10.47,Electric,Black River Traction Co. 
1908,New York,Watertown,7.69,Electric,St Lawrence International Electric Railroad & Land Co.
1908,New York,Waverly,23.6,Electric,"Waverly, Sayre & Athens Traction Co."
1908,New York,Whiteplains,27.97,Electric,"Tarrytown, White Plans & MamaroneckRailway Co."
1908,New York,Williamsville,11,Electric,Buffalo & Williamsville Electric Railway Co.
1908,New York,Yonkers,45.8,Electric,The Yonkers Railroad Co.
1908,Minnesota,Duluth,82.2,,
1908,Minnesota,Mankato,5,,
1908,Minnesota,Minneapolis,418.43,,
1908,Minnesota,St. Cloud,8,,
1908,Minnesota,Winona,7,,
1908,North Carolina,Asheville,14.16,,Asheville Electric Co.
1908,North Carolina,Asheville,5.5,,Asheville Rapid Transit
1908,North Carolina,Asheville,2.5,,Asherille & Craggy Mountain Railway Co.—
1908,North Carolina,Charlotte,16.5,,"Charlotte Electric Railway, Light & Power Co."
1908,North Carolina,Durham,6.2,,Durham Traction Co.
1908,North Carolina,Greensboro,12,,Greensboro Electric Co.
1908,North Carolina,Raleigh,6,,The Raleigh Electrlc Co.
1908,North Carolina,Salisbury,4.5,,Salisbury & Spencer Railway Co.
1908,North Carolina,Wilmington,20.8,,"The Consolidated Railways, Light & Power Co."
1908,North Carolina,Winston-Salem,11.5,,The Fries Manufacturing & Power Co.
1908,Oklahoma,Oklahoma City,32,,Metropolitan Railway Co.
1908,Oklahoma,Oklahoma City,3,,Oklahoma City Traction Co
1908,Oklahoma,Shawnee,12,,Shawnee Tucumeeh Traction Co
1908,Oklahoma,Guthrie,6.5,,The Guthrie Railway Co
1908,Oklahoma,Lexington,90,,"Oklahoma City, Lexington & Sulphue Springs Electric Railway"
1908,Oklahoma,Tulsa,5.5,,Tulsa Street Railway Co
1908,Oklahoma,Ardmore,,,Ardmore Traction Co
1908,Oklahoma,Bartlesville,7.6,,Bartlesville Interurban Railway
1908,Oklahoma,Enid,9,,The Enid City Railway Co
1908,Oklahoma,McAlester,20.3,,Choclaw Railway & Lighting Co
1908,Oklahoma,Muskogee,12,,Muskogee Electric Traction Co
1908,California,BAKERSFIELD,25.5,,
1908,California,CHICO,116,,
1908,California,CORONADA,2.76,,
1908,California,EUREKA,13,,
1908,California,FRESNO,15.5,Electric,Fresno Traction Co.
1908,California,GRASS Valley ,5.1,,
1908,California,Los Angeles ,212.93,Electric,Los Angeles Railway Co
1908,California,Los Angeles ,200,Electric,Los Angeles-Pacific Railroad Co -
1908,California,Los Angeles ,191.2,Electric,Pacific Electric Railway Co.
1908,California,Los Angeles ,325.5,Electric,Los Angeles Internrban Railway Co.
1908,California,Los Angeles ,1.5,Electric,Los Angeles & San Diego Beach Railway
1908,California,Los Angeles ,84.33,Electric,Los Angeles & Redondo Railway Co
1908,California,Monterey,6.8,,
1908,California,Napa,19.5,,
1908,California,Oakland,192,,
1908,California,Ontarioa,10,,
1908,California,Paso robles,2.25,,
