Year,State,City,Miles,Company
1900,Washington,Seattle,5.5,First Avenue Railway Co.
1900,Washington,Seattle,6,Grant Street Electric Railway Co.
1900,Washington,Seattle,4.5,Green Lake Electric Railway Co.
1900,Washington,Seattle,7.25,Madison Street Cable Railway Co.
1900,Washington,Seattle,13.5,Seattle & Renton Railway Co.
1900,Washington,Seattle,5,Seattle City Railway Co.
1900,Washington,Seattle,15,Seattle Traction Co.
1900,Washington,Seattle,8.5,Third Street & Suburban Railway Co.
1900,Washington,Seattle,16,Union Trunk Line
1900,Washington,Seattle,2,West Seattle Cable Railway Co.
1900,Washington,Seattle,10,West Street & North End Electric Railway Co.
1900,Washington,Spokane,33.3,Washington Water Power Co.
1900,Washington,Tacoma,60.61,Tacoma Railway & Power Co.
1900,West Virginia,Charleston,6.87,Charleston Traction Co.
1900,West Virginia,Huntington,10,Consolidated Light & Railway Co.
1900,West Virginia,Parkersburg,8.5,"Parkersburg Gas,Elec. Light & Street Railwayco."
1900,West Virginia,Wheeling,7.25,Wheeling & Elm Grove Railroad
1900,West Virginia,Wheeling,9,Wheeling Railway Co.
1900,West Virginia,Wheeling,2,Wheeling Suburban Railroad Co.
1900,Wisconsin,Appleton,3.5,Appleton Electric Light & Power Co.
1900,Wisconsin,Appleton,9,Fox River Valley Electric Railway Co.
1900,Wisconsin,Ashland,7,"Ashland Light, Power & Street Railway Co."
1900,Wisconsin,Eau Claire,22,Chippewa Valley Electric Railroad Co.
1900,Wisconsin,Fond Du Lac,5.5,Fond Du Lac Street Railway & Electric Co.
1900,Wisconsin,Green Bay,14.5,Fox River Electric Railway Co.
1900,Wisconsin,Janesville,7,Janesville Street Railway Co.
1900,Wisconsin,La Crosse,3.5,La Crosse & Onoloska Street Railway Co.
1900,Wisconsin,La Crosse,13.95,La Crosse City Railway Co.
1900,Wisconsin,Madison,9,Madison Electric Railway Co.
1900,Wisconsin,Marinette,7.5,"Marinette Gas, Electric Light & Street Railway Co."
1900,Wisconsin,Merrill,1.63,Merrill Railway & Lighting Co.
1900,Wisconsin,Milwaukee,141,Milwaukee Electric Railway & Light Co.
1900,Wisconsin,Milwaukee,74,"Milwaukee Light, Heat & Traction Co."
1900,Wisconsin,Neenah,4,Menasha & Neenah Street Railway Co.
1900,Wisconsin,Oshkosh,16,Citizens' Traction Co.
1900,Wisconsin,Sheboygan,19,"Sheboygan Light, Power & Railway Co."
1900,Wisconsin,West Superior,26,Superior Rapid Transit Railway Co.
1901,Alabama,Anniston,9.25,Anniston Electric & Gas Co.
1901,Alabama,Birmingham,65,"Birmingham Railway, Light & Power Co."
1901,Alabama,Gadsden,11.25,Gadsden & Attalla Union Railway Co.
1901,Alabama,Huntsville,5,"Huntsville Railway, Light & Power Co."
1901,Alabama,Mobile,18,Mobile Light & Railroad Co.
1901,Alabama,Mobile,23,Mobile Street Railroad Co.
1901,Alabama,Montgomery,14.5,Montgomery Street Railway Co.
1901,Alabama,Montgomery,4.5,Montgomery Suburban Street Railway Co.
1901,Alabama,New Decatur,3.5,Decatur Street Railway Co.
1901,Alabama,New Decatur,2.87,People'S Street Railway & Improvement Co.
1901,Alabama,Opelika,7.33,Opelika & Auburn Electric Railway Co.
1901,Alabama,Selma,6,Selma Street & Suburban Railway Co.
1901,Arizona,Phoenix,10.5,Phoenix Railway Co.
1901,Arizona,Tucson,2.5,Tucson Street Railway Co.
1901,Arkansas,Eureka Springs,3,Citizens' Electric Railway Co.
1901,Arkansas,Fort Smith,1.5,Fort Smith & Van Bnren Lights Transit Co
1901,Arkansas,Fort Smith,6,Fort Smith Traction. Light & Power Co.
1901,Arkansas,Hot Springs,12.8,Hot Springs Street Railroad Co.
1901,Arkansas,Little Rock,21,Little Rock Traction & Electric Co.
1901,Arkansas,Searcy,28.5,Searcy & Des Arc Railroad Co.
1901,Arkansas,Texarkana,4,Texarkana Railway Co.
1901,British Columbia,Nelson,3,Nelson Electric Tramway Co.
1901,British Columbia,New Westminster,18,British Columbia Electric Railway Co.
1901,British Columbia,Vancouver,17,British Columbia Electric Railway Co.
1901,British Columbia,Victoria,13.5,British Columbia Electric Railway Co.
1901,California,Fresno,4.5,Fresno Railroad Co.
1901,California,Fresno,4,"Fresno, Belmont & Yosemite Railroad Co."
1901,California,Los Angeles,94.36,Los Angeles Railway Co.
1901,California,Los Angeles,26,Los Angeles Traction Co.
1901,California,Los Angeles,72,Los Angeles-Pacific Railroad Co.
1901,California,Los Angeles,3,Temple Street Cable Railway Co.
1901,California,Marysville,4,Marysville & Yuba City Street Railroad Co.
1901,California,Monterey,5,Monterey & Pacific Grove Street Railway & Electric Power Co.
1901,California,Oakland,23,Oakland Railroad Co.
1901,California,Oakland,80,Oakland Transit Co.
1901,California,Oakland,28.89,"Oakland, San Leandro & Haywards Railway"
1901,California,Ontario,8.15,Ontario & San Antonio Heights Railway Co.
1901,California,Pasadena,42.66,Los Angeles & Pasadena Electric Railway Co.
1901,California,Pasadena,9,Pasadena & Mt. Lowe Railway Co.
1901,California,Petaluma,2,Petaluma Street Railroad Co.
1901,California,Redlands,4.75,Redlands Street Railway Co.
1901,California,Riverside,10,Riverside & Arlington Railway Co.
1901,California,Sacramento,24.5,"Sacramento Electric, Gas & Railway Co."
1901,California,San Diego,18,San Diego Electric Railway Co.
1901,California,San Francisco,11.5,California Street Cable Railroad Co.
1901,California,San Francisco,3.84,"Geary Street, Park & Ocean Railroad Co."
1901,California,San Francisco,182.17,Market Street Railway Co.
1901,California,San Francisco,11.5,Presidio & Ferries Railroad Co.
1901,California,San Francisco,36,San Francisco & San Mateo Electric Railway Co.
1901,California,San Francisco,9.85,Sutro Railroad Co.
1901,California,San Francisco,13,Sutter Street Railway Co.
1901,California,San Jose,12,San Jose & Santa Clara Railroad Co.
1901,California,San Jose,19,San Jose Railroad Co.
1901,California,San Luis Obispo,2.5,San Luis Street Railway Co.
1901,California,Santa Ana,5.5,Santa Ana & Orange Motor Co.
1901,California,Santa Barbara,7,Santa Barbara Consolidated Electric Co.
1901,California,Santa Cruz,8,Santa Cruz Electric Railway Co.
1901,California,Santa Rosa,3,Central Street Railway Co.
1901,California,Santa Rosa,1.5,Santa Rosa Street Railway Co.
1901,California,Santa Rosa,4,Union Street Railway Co.
1901,California,Stockton,12,Stockton Electric Railway Co.
1901,Ontario,Brantford,8.5,Brantford Street Railway Co.
1901,Ontario,St. Thomas,6,St. Thomas Street Railroad Co.
1901,Manitoba,Winnipeg,17,Winnipeg Electric Street Railway Co.
1901,Colorado,Colorado Springs,28.5,Colorado Springs Rapid Transit Railway Co.
1901,Colorado,Cripple Creek,11.52,Colorado Springs & Cripple Creek District Railway Co.
1901,Colorado,Denver,143.35,Denver City Tramway Co.
1901,Colorado,Denver,26,"Denver, Lakewood & Golden Railroad Co."
1901,Colorado,Durango,2.25,Durango Railway & Realty Co.
1901,Colorado,Grand Junction,1.75,Grand Junction Street Railway Co.
1901,Colorado,Pueblo,20,Pueblo Traction & Electric Co.
1901,Connecticut,Bridgeport,53.45,Bridgeport Traction Co.
1901,Connecticut,Bridgeport,10,Moodus & East Hampton Railway Co.
1901,Connecticut,Bristol,7.9,Bristol & Plainville Tramway Co.
1901,Connecticut,Danbury,11.15,Danbury & Bethel Street Ry^ Co.
1901,Connecticut,Derby,6.3,Derby Street Railway Co.
1901,Connecticut,Hartford,10.7,Farmington Street Railway Co.
1901,Connecticut,Hartford,6,Hartford Street Railway Co.
1901,Connecticut,Hartford,18.5,"Hartford, Manchester & Rockville Tramway Co."
1901,Connecticut,Meriden,19.7,Meriden Electric Railroad Co.
1901,Connecticut,Meriden,13,"Meriden,Southington & Compounce Tramway Co."
1901,Connecticut,Middletown,9.9,Middletown Street Railway Co.
1901,Connecticut,Milford,14.1,Milford Street Railway Co.
1901,Connecticut,Montville,10.67,Montville Street Railway Co.
1901,Connecticut,New Britain,22.56,Central Railway & Electric Co.
1901,Connecticut,New Haven,65,Fairhaven & Westville Railroad Co.
1901,Connecticut,New Haven,1.36,Manufacturers' Street Railway Co.
1901,Connecticut,New Haven,21.6,Winchester Avenue Railroad Co.
1901,Connecticut,New London,8.07,New London Street Railway Co.
1901,Connecticut,Norwalk,7.5,Norwalk Street Railway Co.
1901,Connecticut,Norwalk,20,Norwalk Tramway Co.
1901,Connecticut,Norwich,12.46,Norwich Street Railway Co.
1901,Connecticut,Putnam,15.75,People'S Tramway Co.
1901,Connecticut,Shelton,11.67,Shelton Street Railway Co.
1901,Connecticut,Stamford,11,Stamford Street Railroad Co.
1901,Connecticut,Thompsonville,8.62,Enfield & Longmeadow Electric Railway Co.
1901,Connecticut,Torrington,13,Torrington & Winchester Street Railway Co.
1901,Connecticut,Waterbury,15.66,Waterbury Traction Co.
1901,Connecticut,Westport,11.25,Westport & Saugatuck Horse Railroad Co.
1901,D. C,Washington,36,Capital Traction Co.
1901,D. C,Washington,4,Washington & University Street Railroad Co.
1901,D. C,Washington,152.32,Washington Traction & Electric Co.
1901,D. C,Washington,21,"Washington, Alexandria & Mt. Vernon Railway Co."
1901,D. C,Washington,12,"Washington,Arlington & Falls Church Railway Co."
1901,Delaware,Dover,12,Delaware General Electric Railway Co.
1901,Delaware,Wilmington,2,Elmsmere & Wilmington Electric Railway Co.
1901,Delaware,Wilmington,6.75,Front & Union Street Passenger Railway Co.
1901,Delaware,Wilmington,9,New Castle & Delaware City Railway Co.
1901,Delaware,Wilmington,7,Wilmington & New Castle Electric Railway Co.
1901,Delaware,Wilmington,25,Wilmington City Railway Co.
1901,Florida,Fort Meade,1.5,Fort Meade Street Railway Co.
1901,Florida,Jacksonville,5,Jacksonville Street Railway Co.
1901,Florida,Jacksonville,3,Main Street Railroad Co.
1901,Florida,Key West,5,Key West Electric Co.
1901,Florida,Palatka,4,Palatka & Heights Street Railway Co.
1901,Florida,Pensacola,19,Pensacola Electric Terminal Railway Co.
1901,Florida,Tampa,24,Tampa Electric Co.
1901,Georgia,Athens,5.5,Athens Electric Railway Co.
1901,Georgia,Atlanta,97,Atlanta Railway Co.
1901,Georgia,Atlanta,30,Atlanta Rapid Transit Co.
1901,Georgia,Augusta,26.5,Augusta Railway & Electric Co.
1901,Georgia,Columbus,40,Columbus Railroad Co.
1901,Georgia,Covington,6,Covington & Oxford Street Railroad Co.
1901,Georgia,Gainesville,5,Gainesville & Hall County Street Railroad Co.
1901,Georgia,Macon,20.5,Macon Consolidated Street Railway Co.
1901,Georgia,Macon,6.5,Macon Electric Light & Railway Co.
1901,Georgia,Rome,6.5,City Electric Railway Co.
1901,Georgia,Savannah,21,City & Suburban Railroad Co.
1901,Georgia,Valdosta,4,Valdosta Street Railway Co.
1901,Idaho,Boise City,3.5,Boise Rapid Transit Co.
1901,Illinois,Alton,12,"Alton Railway, Gas & Electric Co."
1901,Illinois,Aurora,10,Aurora & Geneva Railway Co.
1901,Illinois,Aurora,18,Aurora Street Railway Co.
1901,Illinois,Belleville,48,St. Louis & Belleville Traction Co.
1901,Illinois,Bloomington,13,Bloomington & Normal Railway Co.
1901,Illinois,Cairo,5.71,Cairo Electric Railway Co.
1901,Illinois,Cairo,4,Egypt Electric Co.
1901,Illinois,Centralia,3,Centralia & Central City Street Railway Co.
1901,Illinois,Champaign,11,"Urbana & Champaign Railway, Gas & Electric Co."
1901,Illinois,Chicago,90,Calumet Electric Street Railway Co.
1901,Illinois,Chicago,43,Chicago & Milwaukee Electric Railway Co.
1901,Illinois,Chicago,209.82,Chicago City Railway Co.
1901,Illinois,Chicago,230,Chicago Consolidated Traction Co.
1901,Illinois,Chicago,35,Chicago Electric Traction Co.
1901,Illinois,Chicago,22,"Chicago General	Railway Co."
1901,Illinois,Chicago,12,"Chicago, Harvard & Geneva Lake Railway Co."
1901,Illinois,Chicago,15,Lake Street Elevated Railroad Co.
1901,Illinois,Chicago,37.28,Metropolitan West Side Elevated Railway Co.
1901,Illinois,Chicago,101,North Chicago Street Railroad Co.
1901,Illinois,Chicago,5,Northern Electric Railway Co.
1901,Illinois,Chicago,25.45,Northwestern Elevated Railroad Co.
1901,Illinois,Chicago,37,South Chicago City Railway Co.
1901,Illinois,Chicago,18.62,South Side Elevated Railroad Co.
1901,Illinois,Chicago,57.5,Suburban Railroad Co.
1901,Illinois,Chicago,3.96,Union Elevated Railroad Co.
1901,Illinois,Chicago,202.7,West Chicago Street Railroad Co.
1901,Illinois,Danville,12,Danville Street Railway & Light Co.
1901,Illinois,Decatur,13.5,Decatur Traction & Electric Co.
1901,Illinois,East St. Louis,10,"Collinsville, Caseyville& East St. Louis Electric Railway Co."
1901,Illinois,East St. Louis,18,East St. Louis Electric Street Railroad Co.
1901,Illinois,Elgin,31,"Elgin City, Carpentersville & Aurora Railway Co."
1901,Illinois,Freeport,6,"Freeport General Electric	Co."
1901,Illinois,Galesburg,20,Galesburg Electric Motor & Power Co.
1901,Illinois,Joliet,25,Joliet Railroad Co.
1901,Illinois,Kankakee,8.25,Kankakee Electric Railway Co.
1901,Illinois,Kankakee,4.2,North Kankakee Electric Light & Railway Co.
1901,Illinois,La Salle,7.5,City Electric Railway Co.
1901,Illinois,Lincoln,8,Lincoln Street Car Co.
1901,Illinois,Mechanicsburg,3.5,Mechanicsburg & Buffalo Railway Co.
1901,Illinois,Moline,5,Moline Central Street Railway Co.
1901,Illinois,Ottawa,8,Ottawa Railway Light & Power Co.
1901,Illinois,Peoria,61,Central Railway Co.
1901,Illinois,Peoria,7.2,Peoria & Prospect Heights Railway Co.
1901,Illinois,Quincy,41.24,Quincy Horse Railway & Carrying Co.
1901,Illinois,Rockford,22,Rockford Railway Light & Power Co.
1901,Illinois,Springfield,20,Springfield Consolidated Railway Co.
1901,Illinois,Streator,6.25,Streator Railway Co.
1901,Illinois,Venice,5.5,"Venice, Madison & Granite City Railway Co."
1901,Indiana,Anderson,164,Union Traction Co.
1901,Indiana,Brownstown,2,Brownstown & Ewing Street Railway Co.
1901,Indiana,Columbus,7,John S. Crump'S Street Railway
1901,Indiana,Evansville,7.5,Evansville & Southern Electric Railway Co.
1901,Indiana,Evansville,24,Evansville Street Railway Co.
1901,Indiana,Fort Wayne,31,Fort Wayne Traction Co.
1901,Indiana,Hammond,22.5,"Hammond, Whiting & East Chicago Electric Railway Co."
1901,Indiana,Indianapolis,7.5,Broad Ripple Traction Co.
1901,Indiana,Indianapolis,17,Indianapolis & Greenfield Rapid Transit Co.
1901,Indiana,Indianapolis,31.5,Indianapolis & Martinsville Traction Co.
1901,Indiana,Indianapolis,120,Indianapolis Street Railway Co.
1901,Indiana,Indianapolis,9,"Indianapolis, Greenwood & Franklin Railway Co."
1901,Indiana,Jeffersonville,5,Jeffersonville City Railway Co.
1901,Indiana,Kokomo,6,"Kokomo Street Railway, Light & Power Co."
1901,Indiana,Lafayette,17.5,Lafayette Street Railway
1901,Indiana,Logansport,5.5,Indianapolis & Logansport Traction Co.
1901,Indiana,Madison,4,Madison Light & Railway Co.
1901,Indiana,Marion,5.25,Marion Transit Railway Co.
1901,Indiana,Michigan City,6,Lake Cities Electric Railway Co.
1901,Indiana,New Albany,2,Highland Railroad Co.
1901,Indiana,New Albany,7,New Albany Railway Co.
1901,Indiana,Richmond,11,Richmond Traction Co.
1901,Indiana,South Bend,41.3,Indiana Railway Co.
1901,Indiana,Terre Haute,28.5,Terre Haute Electric Co.
1901,Indiana,Vincennes,5,Vincennes Citizens' Street Railway Co.
1901,Indiana,Washington,5,Washington Street Railway Co.
1901,Iowa,Boone,2,Boone Electric Street Railway & Light Co.
1901,Iowa,Boone,4,Boone Suburban Railway Co.
1901,Iowa,Burlington,16.5,Burlington Railway & Light Co.
1901,Iowa,Cedar Rapids,14,Cedar Rapids & Marion City Railway Co.
1901,Iowa,Centerville,1.6,People'S Street Railway Co.
1901,Iowa,Clinton,14,State Electric Co.
1901,Iowa,Council Bluffs,25,Omaha & Council Bluffs Railway & Bridge Co.
1901,Iowa,Council Bluffs,22.5,"Omaha, Council Bluffs & Suburban Railway Co."
1901,Iowa,Davenport,55,Tri-City Railway Co.
1901,Iowa,Des Moines,39.5,Des Moines City Railway Co.
1901,Iowa,Dubuque,25,Union Electric Co.
1901,Iowa,Fort Madison,4,Fort Madison Street Railway Co.
1901,Iowa,Independence,3.5,Independence & Rush Park Railway Co.
1901,Iowa,Keokuk,7,Keokuk Electric Street Railway & Power Co.
1901,Iowa,Marshalltown,3.5,"Marshalltown Light, Power & Railway Co."
1901,Iowa,Mason City,17.6,Mason City & Clear Lake Traction Co.
1901,Iowa,Muscatine,8,Muscatine Electric Railway Co.
1901,Iowa,Oskaloosa,5,Oskaloosa Street Railway & Land Co.
1901,Iowa,Ottumwa,7,Ottumwa Electric & Steam Co.
1901,Iowa,Red Oak,1.25,Red Oak Street Railway Co.
1901,Iowa,Shreveport,9.5,Shreveport City Railroad Co.
1901,Iowa,Sioux City,40.5,Sioux City Traction Co.
1901,Iowa,Toledo,3,Tama & Toledo Electric Railway & Light Co.
1901,Iowa,Waterloo,25,Waterloo & Cedar Falls Rapid Transit Co.
1901,Kansas,Atchison,8.5,"Atchison Railway, Light & Power Co."
1901,Kansas,Cottonwood Falls,2,Consolidated Street Railway Co.
1901,Kansas,Fort Scott,10,Citizens' Railway Co.
1901,Kansas,Hutchinson,7,Hutchinson Street Railway Co.
1901,Kansas,Leavenworth,14,Leavenworth Electric Railroad Co.
1901,Kansas,Pittsburg,14,Pittsburg Railroad Co.
1901,Kansas,Topeka,35,Topeka Railway Co.
1901,Kansas,Wichita,22.43,Wichita Railroad & Light Co.
1901,Kansas,Winfield,6,Union Street Railway Co.
1901,Kentucky,Ashland,27,Ohio Valley Electric Railway Co.
1901,Kentucky,Bowling Green,5,Bowling Green Railway Co.
1901,Kentucky,Frankfort,7.25,Frankfort & Suburban Railway Co.
1901,Kentucky,Georgetown,2.5,Georgetown Street Railroad Co.
1901,Kentucky,Henderson,5,Henderson Street Railway Co.
1901,Kentucky,Lexington,13,Lexington Railway Co.
1901,Kentucky,Louisville,140,Louisville Railway Co.
1901,Kentucky,Maysville,4.2,Maysville Street Railroad & Transfer Co.
1901,Kentucky,Owensboro,10,Owensboro City Railroad Co.
1901,Kentucky,Paducah,15,Paducah Railway & Light Co.
1901,Louisiana,Baton Rouge,4,Home Electric Co.
1901,Louisiana,Lake Charles,5,Lake Charles Street Railway Co.
1901,Louisiana,New Orleans,3.75,"Algiers, Gouldsboro & Gretna Railway Co."
1901,Louisiana,New Orleans,35,New Orleans & Carrollton Railroad Co.
1901,Louisiana,New Orleans,115,New Orleans City Railroad Co.
1901,Louisiana,New Orleans,10,Orleans & Jefferson Railway Co.
1901,Louisiana,New Orleans,10.9,Orleans Railroad Co.
1901,Louisiana,New Orleans,12.4,St. Charles Street Railroad Co.
1901,Maine,Augusta,7.4,"Augusta, Hallowell & Gardiner Railroad Co."
1901,Maine,Bangor,9.8,Bangor Street Railway Co.
1901,Maine,Bangor,37,"Bangor, Hampden & Winterport Railway Co."
1901,Maine,Bangor,16.2,"Bangor, Orono & Oldtown Railroad Co."
1901,Maine,Bangor,26,Penobscot Central Railway Co.
1901,Maine,Biddeford,6.03,Biddeford & Saco Railroad Co.
1901,Maine,Calais,7,Calais Street Railway Co.
1901,Maine,Fairfield,3.53,Benton & Fairfield Railway Co.
1901,Maine,Fryeburg,3,Fryeburg Horse Railroad Co.
1901,Maine,Lewiston,56.18,"Lewiston, Brunswick & Bath Street Railway Co."
1901,Maine,Norway,2.17,Norway & Paris Street Railway Co.
1901,Maine,Portland,35.85,Portland & Cape Elizabeth Railway Co.
1901,Maine,Portland,14.27,Portland & Yarmouth Electric Railway Co.
1901,Maine,Rockland,17.2,"Rockland, Thomaston & Camden Street Railway Co."
1901,Maine,Sanford,3.47,Mousam River Railroad Co.
1901,Maine,Sanford,21.55,Sanford & Cape Porpoise Railway Co.
1901,Maine,Skowhegan,5.85,Skowhegan & Norridgewock Railway & Power Co.
1901,Maine,Skowhegan,12,Somerset Traction Co.
1901,Maine,Waterville,5,Waterville & Fairfield Railway & Light Co.
1901,Maine,Westbrook,5.87,"Westbrook, Windham & Naples Railway Co."
1901,Maryland,Baltimore,359,United Railways & Electric Co.
1901,Maryland,Cumberland,6.5,Cumberland Electric Railway Co.
1901,Maryland,Frederick,9.3,Frederick & Middletown Railway Co.
1901,Maryland,Frederick,5.5,Myersville & Catochin Railway Co.
1901,Maryland,Hagerstown,13.5,Hagerstown Railway Co.
1901,Massachusetts,Amherst,4.48,Amherst & Sunderland Street Railway Co.
1901,Massachusetts,Athol,7.32,Athol & Orange Street Railway Co.
1901,Massachusetts,Beverly,4.43,Beverly & Danvers Street Railway Co.
1901,Massachusetts,Boston,11.3,Blue Hill Street Railway Co.
1901,Massachusetts,Boston,370.161,Boston Elevated Railway Co.
1901,Massachusetts,Boston,25,Lexington & Boston Street Railway Co.
1901,Massachusetts,Boston,162,Lynn & Boston Railroad Co.
1901,Massachusetts,Boston,776,Massachusetts Electric Companies
1901,Massachusetts,Boston,12.34,Norfolk Suburban Street Railway Co.
1901,Massachusetts,Boston,39.13,West Roxbury & Roslindale Street Railway Co.
1901,Massachusetts,Brockton,10.36,"Boston, Milton & Brockton Street Railway Co."
1901,Massachusetts,Brockton,9.4,Brockton & East Bridgewater Street Railway Co.
1901,Massachusetts,Brockton,23,Brockton & Plymouth Street Railway Co.
1901,Massachusetts,Brockton,175.2,Brockton Street Railway Co.
1901,Massachusetts,Brockton,22,"Brockton, Bridgewater & Taunton Street Railway Co."
1901,Massachusetts,Brockton,35.64,"New Bedford, Middleboro & Brockton Street Railway Co."
1901,Massachusetts,Brookfield,19.7,"Warren, Brookfield & Spencer Street Railway Co."
1901,Massachusetts,Conway,6.35,Conway Electric Street Railway Co.
1901,Massachusetts,Cottage City,5,Cottage City Street Railway Co.
1901,Massachusetts,Dedham,6.97,"Norfolk Central Street Railway	Co."
1901,Massachusetts,Dedham,9.45,Norfolk Western Street Railway Co.
1901,Massachusetts,East Wareham,3,"East Wareham, Onset Bay & Point Independence Street Railway Co."
1901,Massachusetts,Fall River,49,Globe Street Railway Co.
1901,Massachusetts,Fitchburg,25.3,Fitchburg & Leominster Street Railway Co.
1901,Massachusetts,Fitchburg,6.83,Fitchburg & Suburban St. Railway Co.
1901,Massachusetts,Framingham,7,Framingham Union Street Railway Co.
1901,Massachusetts,Gardner,4.5,Gardner Electric Street Railway Co.
1901,Massachusetts,Gardner,16.1,"Gardner, Westminster & Fitchburg Street Railway Co."
1901,Massachusetts,Georgetown,18.78,"Georgetown, Rowley & Ipswich Ry, Co."
1901,Massachusetts,Georgetown,6.48,"Haverhill, Georgetown & Danvers Street Railway Co."
1901,Massachusetts,Gloucester,40,Gloucester Street Railway Co.
1901,Massachusetts,Gloucester,22.5,"Gloucester, Essex & Beverly Street Railway Co."
1901,Massachusetts,Greenfield,15.07,Greenfield & Turner'S Falls Street Railway Co.
1901,Massachusetts,Hanover,72.64,South Shore & Boston Street Railway Co.
1901,Massachusetts,Haverhill,28.9,Haverhill & Amesbury Street Railway Co.
1901,Massachusetts,Holyoke,38,Holyoke Street Railway Co.
1901,Massachusetts,Holyoke,1,Mt. Tom Railroad Co.
1901,Massachusetts,Lawrence,10.9,Lawrence & Reading Street Railway Co.
1901,Massachusetts,Lawrence,68.12,"Lowell, Lawrence & Haverhill Street Railway Co."
1901,Massachusetts,Leominster,12.12,Leominster & Clinton Street Railway Co.
1901,Massachusetts,Lowell,64.65,Lowell & Suburban Street Railway Co.
1901,Massachusetts,Lowell,11.98,Reading & Lowell Street Railway Co.
1901,Massachusetts,Marlborough,7.6,"Framingham, Southborough & Marlborough Street Railway Co."
1901,Massachusetts,Marlborough,8.11,Marlborough Street Railway Co.
1901,Massachusetts,Martha's Vineyard,1.1,Martha'S Vineyard Street Railway Co.
1901,Massachusetts,Milford,30.5,"Milford, Attleboro & Woonsocket Railway Co."
1901,Massachusetts,Milford,21.68,"Milford, Holliston & Framingham Street Railway Co."
1901,Massachusetts,Millbury,7.33,Worcester & Blackstone Valley Street Railway Co.
1901,Massachusetts,Natick,18,Natick & Cochituate Street Railway Co.
1901,Massachusetts,Natick,5.82,Natick & Needham Street Railway Co.
1901,Massachusetts,Natick,13.8,South Middlesex Street Railway Co.
1901,Massachusetts,New Bedford,19.97,Dartmouth & Westport Street Railway Co.
1901,Massachusetts,New Bedford,25.5,Union Street Railway Co.
1901,Massachusetts,Newburyport,19.08,Citizens' Electric Street Railway Co.
1901,Massachusetts,Newburyport,4.5,Plum Island Electric Street Railway Co.
1901,Massachusetts,Newton,13.77,Commonwealth Avenue Street Railway Co.
1901,Massachusetts,Newton,9.78,Newton & Boston Street Railway Co.
1901,Massachusetts,Newton,16.35,Newton Street Railway Co.
1901,Massachusetts,Newton,4.6,Newtonville & Watertown Street Railway Co.
1901,Massachusetts,Newton,8.63,Wellesley & Boston Street Railway Co.
1901,Massachusetts,Norfolk,20,Norfolk Southern Street Railway Co.
1901,Massachusetts,North Adams,13.3,Hoosac Valley Street Railway Co.
1901,Massachusetts,North Attleborough,26.14,Interstate Consolidated Street Railway Co.
1901,Massachusetts,North Woburn,8.14,North Woburn Street Railroad Co.
1901,Massachusetts,North Woburn,30.23,Norton & Taunton Electric Railway Co.
1901,Massachusetts,Northampton,10.5,Northampton & Amherst Street Railway Co.
1901,Massachusetts,Northampton,24,Northampton Street Railway Co.
1901,Massachusetts,Northbridge,1.77,Linwood Street Railway Co.
1901,Massachusetts,Palmer,20.07,Palmer & Monson Street Railway Co.
1901,Massachusetts,Pittsfield,10.6,Pittsfield Electric Street Railway Co.
1901,Massachusetts,Plymouth,9.3,Plymouth & Kingston Street Railway Co.
1901,Massachusetts,Plymouth,4.6,Plymouth & Sandwich Street Railway Co.
1901,Massachusetts,Quincy,4,Needham & Boston Street Railway Co.
1901,Massachusetts,Quincy,56.22,Quincy & Â£Oston Street Railway Co.
1901,Massachusetts,Randolph,8.25,Stoughton & Randolph Street Railway Co.
1901,Massachusetts,Reading,5,Woburn & Reading Street Railway Co.
1901,Massachusetts,Rockport,7.54,Rockport Street Railway Co.
1901,Massachusetts,Salem,6.36,Salem & Wakefield Street Railway Co.
1901,Massachusetts,Shelburne Falls,7,Shelburne Falls & Colrain Street Railway Co.
1901,Massachusetts,Southbridge,8,Southbridge & Sturbridge Street Railway Co.
1901,Massachusetts,Springfield,72,Springfield Street Railway Co.
1901,Massachusetts,Stoneham,6.5,Mystic Valley Street Railway Co.
1901,Massachusetts,Taunton,16,Bristol County Street Railway Co.
1901,Massachusetts,Taunton,18.05,"Dighton, Somerset & Swansea Street Railway Co."
1901,Massachusetts,Taunton,10.7,East Taunton Street Railway Co.
1901,Massachusetts,Taunton,15.52,Providence & Taunton Street Railway Co.
1901,Massachusetts,Taunton,17.7,Taunton & Brockton Street Railway Co.
1901,Massachusetts,Taunton,32.61,Taunton Street Railway Co.
1901,Massachusetts,Wakefield,44.92,Wakefield & Stoneham Street Railway Co.
1901,Massachusetts,Webster,5,Webster & Dudley Street Railroad Co.
1901,Massachusetts,Westfield,11.5,Woronoco Street Railway Co.
1901,Massachusetts,Worcester,11.6,Worcester & Clinton St. Railway Co.
1901,Massachusetts,Worcester,18,Worcester & Marlborough Street Railway Co.
1901,Massachusetts,Worcester,24.07,Worcester & Suburban Street Railway Co.
1901,Massachusetts,Worcester,18,Worcester & Webster Street Railway Co.
1901,Massachusetts,Worcester,57.09,Worcester Consolidated Street Railway Co.
1901,Michigan,Adrian,4,Adrian Street Railway Co.
1901,Michigan,Bay City,33,Bay Cities Consolidated Railway Co.
1901,Michigan,Detroit,60,Detroit & Northwestern Railway Co.
1901,Michigan,Detroit,33,Detroit & Pontiac Railway Co.
1901,Michigan,Detroit,101,Detroit Citizens' Street Railway Co.
1901,Michigan,Detroit,62,Detroit Electric Railway
