Year,State,City,Miles,Company
1920,Washington,Seattle,230.43,Seattle Muntc. St. Ry.
1920,Washington,Spokane,290.473,Spokane A Eastern Ry. & Pwr.
1920,Washington,Spokane,110.921,Washington Water Power Co.
1920,Washington,Tacoma,19.3, Pacific Traction Co.
1920,Washington,Tacoma,70.8, Puget Sound Elec. Ry. 
1920,Washington,Tacoma,8.95,Tacoma Municipal St. Ry.
1920,Washington,Tacoma,85.9,Tacoma Ry. * Pwr. Co.
1920,Washington,Vancouver,20,North Coast Pwr* Co*
1920,Washington,Walla Walla,29,Walla Walla Valley Ry. Co.
1920,Washington,Yakima,45,Yaldma Valley Transporta-
1920,West Virginia,Bluefield,7.4, Appalachian Pwr. Co.
1920,West Virginia,Bluefield,98, Norfolk A Western Ry. Co.
1920,West Virginia,Charleston,41.95, Charleston Interurban R. R.
1920,West Virginia,Charleston,7, The Charles Ton-Dtrabar Trae.
1920,West Virginia,Fairmont,178, Monongahela Valley Traction
1920,West Virginia,Grafton,7,Grafton Lt. Ft Pwr. Co.
1920,West Virginia,Huntington,46.29,Grafton Lt. Ft Pwr. Co.
1920,West Virginia,Lewisburg,6.2,Lewisburg A Ronceverte Elec.
1920,West Virginia,Lewisburg,6.5,Lewisburg A Ronceverte Elec.
1920,West Virginia,Lewisburg,3,Lewisburg A Ronceverte Elec.
1920,West Virginia,Morgantown,27, Morgantown A Wheeling Ry.
1920,West Virginia,Morgantown,6, So. Morgantown Trac. Co.
1920,West Virginia,Morgantown,60,Kanawha Trac. A Elec. Co.
1920,West Virginia,Princeton,14,Princeton Power Co.
1920,West Virginia,Sistersville,12, Sistersville & New Martinsville
1920,West Virginia,Sistersville,12, Tyler Trac. Co.
1920,West Virginia,Wellsburg,13.52,"Steubenville, Wellsburg *"
1920,West Virginia,Wellsburg,7.8,"Wellsburg, Bethany A Wash-"
1920,West Virginia,Wheeling,19.19,Pan-Handle Traction Co.
1920,West Virginia,Wheeling,15.42,The Steubenville A Wheeling
1920,West Virginia,Wheeling,39,West Virginia Utilities Co
1920,Wisconsin,Appleton,2,Wheeling Traction Co.
1920,Wisconsin,Ashland,6.7,"Ashland Lt., Pwr. * St. Ey."
1920,Wisconsin,Beloit,7, Beloit Trac. Co.
1920,Wisconsin,Cedaebubg,70, Milwaukee Northern Ey. Co.
1920,Wisconsin,Eau Claire,25,Wlsconsln-Mlnnesota Lt. Ft
1920,Wisconsin,Fond Du Lac,24.529,Eastern Wise. Elec. Co.
1920,Wisconsin,Grand Rapids,8,Grand Rapids St. Ry. Co.
1920,Wisconsin,Green Bat,2,Bay Shore St. Ry. Co.
1920,Wisconsin,Green Bat,44.6,Wisconsin Public Service Co.
1920,Wisconsin,Janesville,5.37,Janesville Trac. Co.
1920,Wisconsin,Kenosha,7.5,Wisconsin Gas & Electric Co.
1920,Wisconsin,La Crosse,16,Wisconsin Gas & Electric Co.
1920,Wisconsin,Madison,25.25, Madison Railways Co.
1920,Wisconsin,Merrill,2.37,La Crosse Ft Onalaska St. Ry.
1920,Wisconsin,Merrill,2,Wisconsin Valley Elec. Co.
1920,Wisconsin,Milwaukee,402.4,Milwaukee Elec. Ry. A Lt. Co.
1920,Wisconsin,Oshkosh,42.479,Eastern Wise. Elec. Co.
1920,Wisconsin,Sheboygan,34,Eastern Wise. Elec. Co.
1920,Wisconsin,Walworth,12.83,"Chicago, Harvard * Geneva"
1920,Wisconsin,Waupaca,5,Waupaca Elec. Service St By.
1920,Wisconsin,Waupaca,9.08,Waupaca Elec. Service St By.
1920,Wyoming,Cheyenne,5.5,Cheyenne Elec. By. Co.
1920,Wyoming,Sheridan,16.5,Sheridan Ry. Co.
1921,Alabama,Albany,7.63, North Alabama Traction Co.
1921,Alabama,Anniston,9.5,Alabama Power Co. 
1921,Alabama,Birmingham,27.1, Alabama Power Co.
1921,Alabama,Birmingham,11, Birmiugham-Tidewater Ry. Co.
1921,Alabama,Birmingham,158.65,"Birmingham Ry., Lt. A Pwr. Co."
1921,Alabama,Gadsden,11.5, Alabama Power Co.
1921,Alabama,Gadsden,3.1," Gadsden, Bellevue & Lookout Mountain Ry. Co."
1921,Alabama,Huntsville,6.1, Alabama Pwr. Co.
1921,Alabama,Mobile,2, Mobile A Pensacola Ry. & Na- Vigation Co.
1921,Alabama,Mobile,61.5,Mobile Light A R. R. Co.
1921,Alabama,Montgomery,34.5, Montgomery Light & Traction Co.
1921,Alabama,Selma,7,Selma Electric Railway Co.
1921,Alabama,Sheffield,12.2, The Sheffield Co.
1921,Alabama,Tuscaloosa,15, Tusoaloosa Ry. A Utilities Co.
1921,Alaska,Whistler,5.26,Thanâ© Perseverance Railway (Formerly Alaska Gastinea Mining Co.
1921,Arizona,Douglas,10,Douglas Traction A Lt. Co.
1921,Arizona,Phoenix,32.74,Phoenix Ry. Co.
1921,Arizona,Tucson,6,Tucson Rapid Transit Co.
1921,Arizona,Warren,6.7,"Warren Company, (Operating Warren-Bisbee Ry. Co."
1921,Arkansas,Fort Smith,32.4,Port Smith Lt. St Traction Co.
1921,Arkansas,Eureka Springs,4, Eureka Traction Co.
1921,Arkansas,Helena,5.5,The West Helena Consoli- Dated Co.
1921,Arkansas,Hot Springs,13.8,Hot Springs St. Ry. Co.
1921,Arkansas,Little Rock,5.1,Intercity Terminal Ry. Co.
1921,Arkansas,Little Rock,41,Little Rock Ry. St Elec. Co.
1921,Arkansas,Pine Bluff,14,Southwestern Gas A Elec. Co.
1921,Arkansas,Pine Bluff,3,The Pine Bluff Co.
1921,Arkansas,Walnut Ridge,8.5,Central Pow Er & Lt. Co.
1921,California,Bakersfield,10.51,Bakersfield & Kern Elec. Ry. Co.
1921,California,Eureka,12, Humboldt Transit Co.
1921,California,Exeter,69.4, Visalia Electric R. R. Co.
1921,California,Fresno,10, Fresno Internrban Ry. Co.
1921,California,Fresno,46.74, Fresno Traction Co.
1921,California,Glendale,7,Glendale A Montrose Ry.Co.
1921,California,Grass Valley,5,Nevada County Trao. Co.
1921,California,Los Angeles,389.08, Los Angeles Ry. Corpn.Co.
1921,California,Los Angeles,1030,Pacific Electric Railway Co.
1921,California,Monterey,5.5, Monterey A Pacific Grove Ry. Co.
1921,California,Napa,46.522," San Francisco, Napa A Calls- Toga Ry.Co."
1921,California,Oakland,0.31,Castro Point Railway & Terminal Co.
1921,California,Oakland,262,San Francisco - Oakland Ter- Minal Rys.Co.
1921,California,Oakland,100,San Francisco - Sacramento Railroad Co.
1921,California,Petaluma,43.86,Petaluma A Santa Rosa R.R.Co.
1921,California,Sacramento,44.14,Pacific Gâ»B & Elec. Co.
1921,California,Sacramento,214.66,Sacramento Northern Rail- Road. 
1921,California,San Diego,2.877,Bay Shore R. R. Co_
1921,California,San Diego,8.42,Point Loma R. R. Co.
1921,California,San Diego,198.7,San Diego & Arizona Ry. Co.
1921,California,San Diego,70.63,San Diego Elec. Ry. Co.
1921,California,San Francisco,70.8, Central California Trac. Co.
1921,California,San Francisco,11.6,California St. Cable R. R. Co.
1921,California,San Francisco,274.88,Market Street Railway Co.
1921,California,San Francisco,67.12,Municipal Ry. Of San Fran- Ciscoco.
1921,California,San Francisco,671.11,Northwestern Pacific R. It.Co.
1921,California,San Francisco,101.21,Southern Pacific Co.
1921,California,San Jose,101.07,Peninsular Ry. Co.
1921,California,San Jose,37.4,San Jose Railroadsco.
1921,California,San Luis Obispo,13, Pacific Coast Ry. Co.
1921,California,Santa Barbara,7.55," Santa Barbara A Suburban Ry, Co."
1921,California,Santa Cruz,15,Union Traction Co.
1921,California,South San Francisco,8.48,So. San Francisco R.R. A Pwr. Co.
1921,California,Stockton,69.4, Tidewater Southern Railway Co.
1921,California,Stockton,25.51,So. San Francisco R.R. A Pwr. Co.
1921,Colorado,Boulder,6.466,The Western Lt. & Pwr. Co.
1921,Colorado,Colorado Springs,39, Colorado Springs A Interurban Ry. Co.
1921,Colorado,Colorado Springs,1.25, The Mt. Manitou Park A In- Cline Ry. Co
1921,Colorado,Denver,4.5, The Denver & South Platte Ry. Co.
1921,Colorado,Denver,228.9, The Denver Tramway Co.
1921,Colorado,Denver,22,The Denver & Intermountain R. R. Co.
1921,Colorado,Denver,12.87,The Denver &Interurban R.R. Co.
1921,Colorado,Fort Collins,7.5, Fort Collins Municipal Rail- Way
1921,Colorado,Grand Junction,21,The Grand River Valley Ry. Co.
1921,Colorado,Greeley,6, The Greeley & Denver R. R. Co.
1921,Colorado,Pueblo,35.3," Arkansas Valley Ry., Lt. & Pwr. Co."
1921,Colorado,Trinidad,19.15, The Trinidad Elec. Transmis- Sion Ry. & Gas Co.
1921,Connecticut,Bridgeport,4, Tlie Lordship Railwayco.
1921,Connecticut,Bristol,13.74, The Bristol & Plainville Elec. Co.
1921,Connecticut,Danbury,16,Danbury & Bethel St. Ry. Co- 
1921,Connecticut,New Haven,505.37, The Connecticut Co.
1921,Connecticut,New Haven,612.8,"The New York, New Haven & Hartford R. R.Co."
1921,Connecticut,Warehouse Point,48.16, Hartford & Springfield St. Ry. Co.
1921,Connecticut,Waterbury,7.685, Waterbury & Milldale Tram- Way Co.
1921,D. C,Washington,0.75, East Washington Heights Trac. R. R. Co.
1921,D. C,Washington,63.93, The Capital Traction Co.
1921,D. C,Washington,4, Washington & Maryland Ry. Co.
1921,D. C,Washington,103.78, Washington Ry. & Electric Co.
1921,D. C,Washington,8.44, Washington-Interurban R.R. Co.
1921,D. C,Washington,8.5,Georgetown & Ten- Nallytown Ry. Co.
1921,D. C,Washington,14.44,Wash- Ington A Rockville R. R. Co.
1921,D. C,Washington,89,Washington & Old Dominion Railwayco.
1921,D. C,Washington,41.59,"Washington, Berwyn & Laurel Elec. Ry."
1921,D. C,Washington,10.5,Washington-Great Falls Ry. A Pwr. Co.
1921,D. C,Washington,61.494,Washington-Virginia Ry. Co.
1921,Delaware,New Castle,17,"Wilmington, New Castle & Delaware City Ry. Co."
1921,Delaware,Wilmington,141.802,Wilmington & Philadelphia Trac. Co.
1921,Florida,Jacksonville,59.165, Jacksonville Traction Co.
1921,Florida,Key West,5.41, Tliâ© Key West Elec. Co.
1921,Florida,Miami,9.2,Miami Beach Electric Co.
1921,Florida,Miami,5,Miami Traction Co.
1921,Florida,Pensacola,21.68,Pensacola Elec. Co.
1921,Florida,St. Augustine,10.5,St.Johns Elec. Co.
1921,Florida,St. Petersburg,27, Municipal Railway Of St. Petersburg.Co.
1921,Florida,Tampa,53.64,Tampa Elec. Co.
1921,Georgia,Athens,9.5,Athens Ry. & Elec. Co.
1921,Georgia,Atlanta,18, Atlanta Northern Ry. Co.
1921,Georgia,Atlanta,229.75, Georgia Ry. & Pwr. Co.
1921,Georgia,Brunswick,8.5,City & Suburbanry.Co.
1921,Georgia,Columbus,56,Augusta-Aiken Ry. & Elec. Corp. Of South Carolina.Co.
1921,Georgia,Columbus,25.876,"Columbus Railroad Co,Co."
1921,Georgia,Fairburn,10.6," Fairburn & Atlanta Ry, A Elec. Co."
1921,Georgia,Macon,37,Macon Ry. & Lt. Co.
1921,Georgia,Rome,12,Rome Ry. & Lt. Co.
1921,Georgia,Savannah,56.25,Savannah Electric. Co.
1921,Georgia,Savannah,5.25,Valdosta St. Ry. Co.
1921,Georgia,West Point,45,Chattahoochee Valley Ry. Co.
1921,Hawaii,Honolulu,30, Honolulu Rapid Transit & Land Co.
1921,Idaho,Boise,6,Boise Street Car Co.
1921,Idaho,Boise,83.2,Boise Valley Trac. Co.
1921,Idaho,Caldwell,11,Caldwell Traction Co.
1921,Illinois,Alton,63.012," Alton, Granite & St. Louig Traction Co."
1921,Illinois,Anna,4.23, Central Illinois Public Ser- Vice Co.
1921,Illinois,Aurora,20, Fox A Illinois Union Ry.Co.
1921,Illinois,Aurora,30.2,"Office, Plum 8T. (Connects Aurora, Kaneville, Maple Park, Cortland And De Kalb.) Receiver. Harvey Gunsul..........Aurora Pres. A. R. Evans................ 11 V. Pres. C. E. Lovell............. Â€Œ Sec. A. J. Erlenborn............... Â€Œ Treas. G. A. Fauth................. Â€Œ Audr. G. E. Troll.............. Pur. Agt. & M. M., J. Bausier... Â€Œ Gen. Fgt. & Pass. Agt. L. A. Blakinger................. Â€Œ Energy Purchased From Aurora, Elgin A Chicago R. R. Co."
1921,Illinois,Aurora,170,"Tlie Aurora, Elgin & Chicago R. R. Co."
1921,Illinois,Belleville,22, Fox A Illinois Union Ry.Co.
1921,Illinois,Bloomington,38, Illinois Central Elec. Ry.Co.
1921,Illinois,Cairo,22,Cairo Ry. A Lt. System.Co.
1921,Illinois,Centralia,3.75,Centralia Traction Co.
1921,Illinois,Centralia,3.5,Centralla A Central City Trac. Co.
1921,Illinois,Champaign,12.5," Urbana & Champaign Ry., Gas & Elec. Co."
1921,Illinois,Charleston,1.75,Central Illinois Public Ser- Vice Co.
1921,Illinois,Chicago,125.76, Calumet & Soutli Chicago Ry. Co.
1921,Illinois,Chicago,70, Chicago & West Towns Ry. Co.
1921,Illinois,Chicago,349.87, Chicago City Ry. Co.
1921,Illinois,Chicago,583.66, Chicago Railways Co.
1921,Illinois,Chicago,645," Chicago, Milwaukee & St. Paul Ry. Co."
1921,Illinois,Chicago,36.77, Elgin & Belvidere Elec. Co.
1921,Illinois,Chicago,87, Union Consolidated Elevated Rj. Co.
1921,Illinois,Chicago,50.27,Chicago & Interurban Trac. Co.
1921,Illinois,Chicago,22.51,Chicago & Oak Park Elevated R. R. Co.
1921,Illinois,Chicago,61,Chicago Tunnel Co.
1921,Illinois,Chicago,13.69,Kensington & Eastern R. R. Co.
1921,Illinois,Chicago,61.38,Metropolitan West Sioe Ele- Vated Ry. Co.
1921,Illinois,Chicago,61.61,Northwestern Elevated R. R. Co.
1921,Illinois,Chicago,45.95,South Side Elevated R.R.Co.
1921,Illinois,Chicago Heights,6, Chicago Heights St. Ry. Co.
1921,Illinois,Danville,18, Danville St. Ry. A Lt. Co.
1921,Illinois,De Kalb,7.4, Dekâ»Lb-Sycâ»More A Intorur- Ban Trac. Co.
1921,Illinois,Decatur,8.76,Decatur Ry. A Lt. Co.
1921,Illinois,East St. Louis,72.039,East St. Louis A Suburban Ry. Co.
1921,Illinois,East St. Louis,36.05,East St. Louis Ry. Co.
1921,Illinois,East St. Louis,22.93,"East St. Louis, Columbia A Waterloo Ry."
1921,Illinois,East St. Louis,17.629,St. Louie & Belleville Klee. Ry. Co.
1921,Illinois,East St. Louis,95,The Eaat St. Louis A Suburban Co.
1921,Illinois,Evanston,10,Evanaton Ry. Co.
1921,Illinois,Evanston,8.65,North Shore & Western Ry. Co.
1921,Illinois,Freeport,20.75, Illinois Northern Utilities Co.
1921,Illinois,Freeport,12.5,Peopleâ€™S Traction Co.
1921,Illinois,Harrisburg,15,Southern Illinois Ry. A Pwr. Co.
1921,Illinois,Highwood,160,Chicago North Shore A Mil- Waukee R. R. (Successor To Tbe Chi- Cago A Milwaukee Elec. R.R.Co.
1921,Illinois,Hillsboro,4.21, Southern Illinois Lt. & Pwr. Co.
1921,Illinois,Jacksonville,8,Jacksonville Ry. A I T. Co.
1921,Illinois,Joliet,23.25,"Aurora, Plainfield A Joliet R. R. To,Co."
1921,Illinois,Joliet,85.75,Chicago & Joliet Electric Ry. Co.
1921,Illinois,Joliet,25,Joliet A Eaâ«Tern Trac. Co.
1921,Illinois,Kankakee,12, Kankakee Elec. Ry. Co.
1921,Illinois,Kankakee,4.6,No. Kankakee Elec. Light A Rjr. Co.
1921,Illinois,Kewanee,14,Galesburg A Kewanee Elec. Ry. Co.
1921,Illinois,Lincoln,6, Lincoln Munic. St. Rj. 
1921,Illinois,Marion,14,Coal Belt Elec. Ry.Co.
1921,Illinois,Mattoon,55,Central Illinois Public Ser- Vice Co.
1921,Illinois,Mattoon,11.06,Central Illinois Trac. Co.
1921,Illinois,Monmouth,25,Galesburg A Western R. R. Co.
1921,Illinois,Murphysboro,8.64, Murphysboro A Southern Illinois Railway.Co.
1921,Illinois,Murphysboro,2,"Murphysboro Elec. Ry., Lt., Ht. A Pwr. Co."
1921,Illinois,Murphysboro,8,Northern Illinois Lt. A Trao. Co.
1921,Illinois,Ottawa,107,"Chicago, Ottawa A Peoria Ry"
1921,Illinois,Paris,2,Central Illinois Traction Co.
1921,Illinois,Pekin,8.5,Pekin Municipal Railway.Co.
1921,Illinois,Peoria,596, Illinois Traction System.Co.
1921,Illinois,Peoria,35,Peoria Railway Terminal Co.
1921,Illinois,Peoria,58.51,Peoria Ry. Co.
1921,Illinois,Pontiac,19.7," Bloomington, Pontiac & Joliet Ry. Co."
1921,Illinois,Quincy,25,Quincy Railway Co.
1921,Illinois,Rockford,86.12,Rockford & Interurban Ry. Co.
1921,Illinois,Rockford,27.19,Rockford City Traction Co.
1921,Illinois,Rook Island,57.72, Tri-City Railway Co.
1921,Illinois,Springfield,43.95,Springfield Consolidated Ry. Co.
1921,Illinois,Streator,6.1,Illinois Lt. A Trao. Co.
1921,Illinois,Taylorville,3.709,Central Illinois Public Serv- Ice Co.
1921,Illinois,Urbana,26," Kankakee A Urbana Trao. Co,"
1921,Indiana,Anderson,64,"Indianapolis, New Castle A Eastern Trac. Co."
1921,Indiana,Anderson,455,Union Trac. Co.
1921,Indiana,Beech Grove,4.3, Beech Grove Trac. Co.
1921,Indiana,Bluffton,33.44,Marlon A Rluffton Trac. Co.
1921,Indiana,Columbus,62," Indianapolis, Columbus 4K Southern Trac. Co."
1921,Indiana,Crown Point,15,Gary A Southern Trac. Co.
1921,Indiana,Decatur,21.7, Fort Wayne A Decatur Trac. Co.
1921,Indiana,Evansville,72.43, Evansville A Ohio Valley Ry. Co.
1921,Indiana,Evansville,24.25,"Evansville, Suburban <Fc New- Burgh Ry. Co."
1921,Indiana,Evansville,69.63,Southern Indiana Gas * Elec Co.
1921,Indiana,Gary,12, Gary & Valparaiso Railway Co.
1921,Indiana,Gary,31,Gary Street Railway Co.
1921,Indiana,Hammond,34.16," Hammond, Whiting & E. Chicago Ry. Co."
1921,Indiana,Hobart,5.5," Hammond, Whiting & E. Chicago Ry. Co."
1921,Indiana,Indianapolis,107, Indianapolis A Cincinnati Trac. Co.
1921,Indiana,Indianapolis,91, Interstate Public Service Co.
1921,Indiana,Indianapolis,141,Indianapolis Street Railway Co.
1921,Indiana,Indianapolis,410,"Terre Haute, Indianapolis & Eastern Traction Co."
1921,Indiana,Kendallville,41,Ft. Wayne & Northwestern Ry. Co.
1921,Indiana,Kokomo,60.29,"Indiana Rys. A Lt. Co,Co."
1921,Indiana,Ft Wayne,220,Indiana Service Corpora- tion. 
1921,Indiana,La Fayette,25,La Fayette Service Co.
1921,Indiana,Lebanon,10, Lebanon-Thorntown Trac. Co.
1921,Indiana,Logansport,13,Indiana Service Corporation 
1921,Indiana,Michigan City,88,"The Chicago, Lake Shore A South Bend Ry. Co."
1921,Indiana,Muncie,42,"Muncie, Hartford A Ft.Wayne Ry.Co."
1921,Indiana,Peru,2.5,Indiana Service Corp.
1921,Indiana,Scottsburg,40.92, Indianapolis A Louisville Trac. Ry. Co.
1921,Indiana,South Bend,123," Chicago, South Bend A North- Ern Indiana Ry. Co."
1921,Indiana,South Bend,35, Southern Michigan Ry. Co.
1921,Indiana,Terre Haute,97.89, Terre Haute Traction & Light Co.
1921,Indiana,Vincennes,6.11, Vincennes Traction Co.
1921,Indiana,Warsaw,70,The Winona Interurban Ry. Co
1921,Indiana,Warsaw,2.5,Winona A Warsaw Ry. Co.
1921,Indiana,Washington,2.6, Washington St. Ry. Co.
1921,Iowa,Albia,10,Albia Light & Railway Co.
1921,Iowa,Boone,183.74," Fort Dodge, Des Moines A Southern R. R. Co."
1921,Iowa,Boone,7,Iowa Railway & Light Co.
1921,Iowa,Burlington,23.6,Burlington Ry. & Lt. Co.
1921,Iowa,Cedar Rapids,30.07,Cedar Rapids A Marion City Ry. Co.
1921,Iowa,Cedar Rapids,44.65,Iowa Railway A Light Co.
1921,Iowa,Centerville,38,Iowa Southern Utilities Co.
1921,Iowa,Charles City,26, Charles City Western Ry.Co.
1921,Iowa,Clinton,18, Clinton St. Ry. Co.
1921,Iowa,Colfax,1, Colfax Springs Ry.
1921,Iowa,Council Bluffs,34, Omaha A Council Bluffs Ry. A Bridge Co.
1921,Iowa,Davenport,36," Clinton, Davenport A Mus- Catine Ry. Co."
1921,Iowa,Davenport,40," Clinton, Davenport A Mus- Catine Ry. Co."
1921,Iowa,Davenport,49.08,Tri-City Ry. Co.
1921,Iowa,Des Moines,92, Des Moines City Ry. Co.
1921,Iowa,Des Moines,95,Inter-Urban Railway. Co.
1921,Iowa,Dubuque,20.7,Dubuque Electric Co.
1921,Iowa,Fort Madison,4,Fort Madison St. Ry. Co.
1921,Iowa,Iowa City,16, Mississippi Valley Electric Co.
1921,Iowa,Keokuk,14.18, Keokuk Electric Company.Co.
1921,Iowa,Marsh Alltown,6.4,Iowa Railway A Light Co.
1921,Iowa,Mason City,21.5,Mason City & Clear Lake R.R. Co.
1921,Iowa,Oskaloosa,3.5,Oskaloosa A Buxton Electric Railway Co.
1921,Iowa,Oskaloosa,9,Oskaloosa Trac. A Lt. Co* Co.
1921,Iowa,Ottumwa,13,Ottumwa Ry. A Light Co.
1921,Iowa,Sioux City,53,Sioux City Service Co.
1921,Iowa,Toledo,3,Tama A Toledo Railroad. (Formerly Towa Railway A Light Co.
1921,Iowa,Waterloo,135.77," Waterloo, Cedar Falls A Northern Ry. Co."
1921,Kansas,Atchison,9.84,"Atchison Ry., Lt. A Pwr. Co."
1921,Kansas,Bonner Springs,40," Kansas City, Kaw Valley A Western Ry. Co."
1921,Kansas,Coffeyville,86.5, The Union Traction Co.
1921,Kansas,Emporia,5,The Kansas Electric Utilities Co.
1921,Kansas,Hutchinson,18.38,The Hutchinson Interurban Ry. Co.
1921,Kansas,Junction City,5.6,Union Light A Power Co.
1921,Kansas,Kansas City,48,"The Kansas City, Leaven- Worth A Western Ry. Co."
1921,Kansas,Lawrence,10, The Kansas Electric Utilities Co.
1921,Kansas,Manhattan,20, Manhattan City & Interur- Ban Ry. Co.
1921,Kansas,Pittsburg,105,Joplin A Pittsburg Ry. Co.
1921,Kansas,S Alina,7.25,Sallna Street Railway Co.
1921,Kansas,Topeka,40.3,The Topeka Ry. Co.
1921,Kansas,Wichita,60.73, Arkansas Valley Inter- Urbau By. Coco.
1921,Kansas,Wichita,41.19, Arkansas Valley Inter- Urbau By. Coco.
1921,Kansas,Winfield,25,The Southwestern Interur- Ban Railway. Co.
1921,Kentucky,Covington,62.547," The Cincinnati, Newport <K Covington Ry. Co."
1921,Kentucky,Henderson,6,Henderson Traction Co.
1921,Kentucky,Lexington,93.79,Kentucky Traction & Termi- Nal Co.
1921,Kentucky,Louisville,101.3,Louisville A Interurban R. R. Co.
1921,Kentucky,Louisville,150,Louisville Ry. Co.
1921,Kentucky,Maysville,4.5, Maysville Street R. R. * Transfer Co.
1921,Kentucky,Owensboro,18.5,Owensboro City R. R. Co.
1921,Kentucky,Paducah,18.251, Paducahelectriccompanyco.
1921,Kentucky,Somerset,8.3,Kentucky Utilities Co.
1921,Louisiana,Alexandria,2.6, West New Orleans Lt. A Trac. Co.
1921,Louisiana,Alexandria,7,Municipal Street Railway. (City Pnrehased Property Of Southern Trac. A Pwr. Co.
1921,Louisiana,Alexandria,6.5,South New Orleans Lt. A Trac. Co.
1921,Louisiana,Baton Rouge,6.37,Baton Rouge Elee. Co.
1921,Louisiana,Lake Charles,10,Lake Charles Ry. Lt. A Wtr. Wks. Co.
1921,Louisiana,Monroe,10,Monroe St. Ry. (
1921,Louisiana,New Orleans,15.98, Orleans-Kenner Traction Co.
1921,Louisiana,New Orleans,218.15,New Orleans Railw Ay A Light Co.
1921,Louisiana,Shreveport,32.6, Shreveport Railways Co.
1921,Maine,Bangor,66.11,Bangor Ry. A Electric Co.
1921,Maine,Biddeford,8.5,Biddeford A Saco R. R. Co.
1921,Maine,Calais,6.52, Calais Street Ry.
1921,Maine,Fairfield,4.8, Benton Si Fairfield Ry. Co.
1921,Maine,Fairfield,3.3,Fairfield Si Shawmut Ry.Co.
1921,Maine,Lewiston,30.76, Androscoggin Electric Co.
1921,Maine,Lewiston,157.228,The Androscoggin A Kenne- Bec Railway Co.
1921,Maine,Portland,106.608,Cumberland County Pwr. A Lt. Co.
1921,Maine,Presque Isle,88.14,Aroostook Valley R. R. Co.
1921,Maine,Rockland,23.92, Knox County Electric Co.
1921,Maine,Sanford,50,Atlantic Shore Railway.
1921,Maine,Skowhegan,12.68,Somerset Traction Co.
1921,Maine,Turner,8.5,Turner Railroad Co.
1921,Maine,Waterville,11," Waterville, Fairfield A Oak- Land Rjr.Co."
1921,Maryland,Baltimore,5, Lorraine Elec.Ry. Co.
1921,Maryland,Baltimore,418.8, United Railways Ft Elec. Co.
1921,Maryland,Baltimore,137.1046," Washington, Baltimore A Annapolis Elec. R.R. Co."
1921,Maryland,Baltimore,7.96,Baltimore Ft Ohio R. R. Co.
1921,Maryland,Baltimore,0.98,Idlewylde Ry. Co.
1921,Maryland,Bel-Air,3.5,The Baltimore A Bel-Air Elec. Ry. Co.
1921,Maryland,Cumberland,25.9,Cumberland A Westernport Elec. Ry. Co.
1921,Maryland,Cumberland,8.5,Cumberland Elec. Ry. Co.
1921,Maryland,Frederick,91.5,The Hagerstown & Frederick Ry. Co.
1921,Maryland,Kensington,3.5, Kensington Ry. Co.
1921,Maryland,Towson,3.25,Towson & Cockeysville Elec- Tric Ry. Co.
1921,Massachusetts,Athol,44.9," Northern Massachusetts St. Ry, Co."
1921,Massachusetts,Attleboro,5.14,A Ttleboro Branch R. R. Co.
1921,Massachusetts,Attleboro,25.97,Interstate Consolidated St. Ry. Co.
1921,Massachusetts,Ayer,18,The Lowell & Fitchburg 8T. Ry. Co.
1921,Massachusetts,Boston,83.15, Boston A Worcester St. Ry* Co.
1921,Massachusetts,Boston,535,Boston Elevated Ry. Co.
1921,Massachusetts,Boston,665,Eastern Massachusetts Street Railway Co
1921,Massachusetts,Fitchburg,41.68, Fitchburg & Leominster St. Ry. Co.
1921,Massachusetts,Foxboro,21.739, Norfolk & Bristol St. Ry. Co.
1921,Massachusetts,Greenfield,47, Connecticut Valley St. Ry. Co.
1921,Massachusetts,Haverhill,127.598,Massachusetts Northeastern St. Ry. Co.
1921,Massachusetts,Holyoke,71.309,"Cor. North Bridge And Canal Streets (Connects Holyoke, Springfield, Northampton, South Hadley, South Hadley Falls, Chicopee, Chicopee Fails, Westfield, Amherst And Sunderland. Through Cars Run To Springfield Over Lines Of Springfield St. Ry. Co."
1921,Massachusetts,Lynn,5.589,Nahant & Lynn Street Ry. Co.
1921,Massachusetts,Maynard,18.15," Concord, Maynard & Hud- Son St. Ry. Co."
1921,Massachusetts,Milford,20.79," Milford, Attleboro & Woon- Socket St. Ry. Co."
1921,Massachusetts,Milford,36,Milford & Uxbridge St. Ry* Co.
1921,Massachusetts,New Bedford,44, New Bedford & Onset St. Ry. Co.
1921,Massachusetts,New Bedford,67.197, Union St. Ry. Co.
1921,Massachusetts,Newtonville,128.216,Middlesex & Boston St. Ry. Co.
1921,Massachusetts,North Adams,29.302,Boston & Maine R. R.Co.
1921,Massachusetts,Northampton,27.508,Northampton St. Ry. Co.
1921,Massachusetts,Norton,21.2,"Norton, Taunton & Attleboro St. Ry."
1921,Massachusetts,Pittsfield,144.25,Berkshire St. Ry. Co.
1921,Massachusetts,Plymouth,6.4, Plymouth & Sandwich St. Ry. Co.
1921,Massachusetts,Plymouth,24.27,Brockton & Plymouth St. Ry. Co.
1921,Massachusetts,Randolph,6.44,Bristol & Norfolk St. Ry. Co.
