row_id,title,pipeline,action,classification,confidence,reason,old_relative_path,new_relative_path,size_bytes,sha256_before,sha256_after,checksum_match
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/README.md,code/legacy/candidate_files/coauthor_thesis_code/README.md,3539,17fc297d621d7861532e7c21edbe3a481aa5bb9225698f69fbf18d3eeda90e1c,17fc297d621d7861532e7c21edbe3a481aa5bb9225698f69fbf18d3eeda90e1c,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/cleaned_code/appendixE_01_extract_1894_1914.py,code/legacy/candidate_files/coauthor_thesis_code/cleaned_code/appendixE_01_extract_1894_1914.py,10324,6474eabea9b228de5e8bdc420a1e0e9ee947b9a8d4c0846c137ffce961e4e2da,6474eabea9b228de5e8bdc420a1e0e9ee947b9a8d4c0846c137ffce961e4e2da,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/cleaned_code/appendixE_02_extract_1917_1926.py,code/legacy/candidate_files/coauthor_thesis_code/cleaned_code/appendixE_02_extract_1917_1926.py,7131,31875021f3baafd18c6747aa4b93fa89a58cfff0f7ed8bb9b4b1eee26a02b191,31875021f3baafd18c6747aa4b93fa89a58cfff0f7ed8bb9b4b1eee26a02b191,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/cleaned_code/appendixE_03_fit_s_curve_model.py,code/legacy/candidate_files/coauthor_thesis_code/cleaned_code/appendixE_03_fit_s_curve_model.py,9645,fde879d42a8d2fcb56ef14b5ea68c9afcf199d01466f360ea5054f95cba39a3e,fde879d42a8d2fcb56ef14b5ea68c9afcf199d01466f360ea5054f95cba39a3e,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/extracted_code/appendixE_01_extract_1894_1914.py,code/legacy/candidate_files/coauthor_thesis_code/extracted_code/appendixE_01_extract_1894_1914.py,10291,7d8560ce71d59eb59416dbdfd29a6a5cad763f769f514ac0d2bdebcc1831178a,7d8560ce71d59eb59416dbdfd29a6a5cad763f769f514ac0d2bdebcc1831178a,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/extracted_code/appendixE_02_extract_1917_1926.py,code/legacy/candidate_files/coauthor_thesis_code/extracted_code/appendixE_02_extract_1917_1926.py,7127,a45b674e838c6faae8cc47894c7b67d27ec46c96e894579bb88eca59a7700c2f,a45b674e838c6faae8cc47894c7b67d27ec46c96e894579bb88eca59a7700c2f,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/extracted_code/appendixE_03_fit_s_curve_model.py,code/legacy/candidate_files/coauthor_thesis_code/extracted_code/appendixE_03_fit_s_curve_model.py,9645,fde879d42a8d2fcb56ef14b5ea68c9afcf199d01466f360ea5054f95cba39a3e,fde879d42a8d2fcb56ef14b5ea68c9afcf199d01466f360ea5054f95cba39a3e,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/source_tex/appendixD.tex,code/legacy/candidate_files/coauthor_thesis_code/source_tex/appendixD.tex,6361,7cd56faab1a34a503b7c8029eb1f186f47139f08e1a46c99e32b38f41bca2c26,7cd56faab1a34a503b7c8029eb1f186f47139f08e1a46c99e32b38f41bca2c26,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/source_tex/appendixE.tex,code/legacy/candidate_files/coauthor_thesis_code/source_tex/appendixE.tex,27787,c6da8e73fc06b41225eddc94837e9421ad4ef788a594e128810433aa9b7db463,c6da8e73fc06b41225eddc94837e9421ad4ef788a594e128810433aa9b7db463,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/source_tex/methods.tex,code/legacy/candidate_files/coauthor_thesis_code/source_tex/methods.tex,17682,617f47c6acaa2ece5ce8d120ffa681540d9e8304f9b95990bc32a2af1c0854c2,617f47c6acaa2ece5ce8d120ffa681540d9e8304f9b95990bc32a2af1c0854c2,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/source_tex/thesis.bib,code/legacy/candidate_files/coauthor_thesis_code/source_tex/thesis.bib,7198,61ebdb5c3d23be09f09cceb5c626e6e922749286a3cadfe778f4bf4a83f16ee0,61ebdb5c3d23be09f09cceb5c626e6e922749286a3cadfe778f4bf4a83f16ee0,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/source_tex/thesis.tex,code/legacy/candidate_files/coauthor_thesis_code/source_tex/thesis.tex,5285,c07080449df7c54d947ee224923430117d3a7357eac5ac155949c1e9f2035ab9,c07080449df7c54d947ee224923430117d3a7357eac5ac155949c1e9f2035ab9,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/thesis_pdf/Haoang_Li_Thesis_Streetcars_doc.pdf,code/legacy/candidate_files/coauthor_thesis_code/thesis_pdf/Haoang_Li_Thesis_Streetcars_doc.pdf,9650790,86df7a3cfb06910038556fc519342403387d2c6180735a9d9026a6e6f2ea6811,86df7a3cfb06910038556fc519342403387d2c6180735a9d9026a6e6f2ea6811,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/coauthor_thesis_code/validation_workbook/ComparisonWithStudentsWork.xlsm,code/legacy/candidate_files/coauthor_thesis_code/validation_workbook/ComparisonWithStudentsWork.xlsm,2265455,343dd55468718c3ff309aed6f75ebead96280f695089e7f9a041d5ea0987f647,343dd55468718c3ff309aed6f75ebead96280f695089e7f9a041d5ea0987f647,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/copied_candidates/streetcar-data-summarised/data_the_big_one.csv,code/legacy/candidate_files/copied_candidates/streetcar-data-summarised/data_the_big_one.csv,1806350,fb2291053e49ff9f50e079647e32faba6832b68d0cc8c902b26e7cfc58a93652,fb2291053e49ff9f50e079647e32faba6832b68d0cc8c902b26e7cfc58a93652,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/copied_candidates/streetcar-data-summarised/full_datatable.xlsx,code/legacy/candidate_files/copied_candidates/streetcar-data-summarised/full_datatable.xlsx,1386987,689e9eb2678e643a44c0c9f442dcdb29c6509340c135fe7afc0a63b8b5759344,689e9eb2678e643a44c0c9f442dcdb29c6509340c135fe7afc0a63b8b5759344,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/copied_candidates/streetcar-data-summarised/population_data_csv.csv,code/legacy/candidate_files/copied_candidates/streetcar-data-summarised/population_data_csv.csv,6036,40441fb8867786d2a8c2726f4e8b535460d5bc7522e89e1334ccce7e5e14b812,40441fb8867786d2a8c2726f4e8b535460d5bc7522e89e1334ccce7e5e14b812,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/copied_candidates/streetcar-data-summarised/students_master_sheet.xlsx,code/legacy/candidate_files/copied_candidates/streetcar-data-summarised/students_master_sheet.xlsx,1084940,6ae335ed1b4b2a7a2278e5720d5fca05ffd1c58be1a79b4460c927878ec1b8bb,6ae335ed1b4b2a7a2278e5720d5fca05ffd1c58be1a79b4460c927878ec1b8bb,yes
paper-2026-08,Streetcar And Interurban Deployment In The United States: 1894–1926,UPLOADED,moved,code,medium,code directory hint; subtree preserved,candidate_files/copied_candidates/streetcar-data-summarised/students_master_sheet_csv.csv,code/legacy/candidate_files/copied_candidates/streetcar-data-summarised/students_master_sheet_csv.csv,578325,efc5d758db046459e47873a61b94f505b80ecb4438c1b3791b0179d44d3de8bf,efc5d758db046459e47873a61b94f505b80ecb4438c1b3791b0179d44d3de8bf,yes
